[       5 points] regret_avg: 0.3246 | regret_pref: 1.0000 | reward_optimal: 0.4104 | reward_pref: 0.0859 | reward_npref: 0.2117
[      10 points] regret_avg: 0.5670 | regret_pref: 2.0000 | reward_optimal: 0.8042 | reward_pref: 0.2372 | reward_npref: 0.3889
[      15 points] regret_avg: 0.6176 | regret_pref: 3.0000 | reward_optimal: 1.2671 | reward_pref: 0.6494 | reward_npref: 0.8495
[      20 points] regret_avg: 0.9499 | regret_pref: 3.0000 | reward_optimal: 1.6434 | reward_pref: 0.6935 | reward_npref: 0.8118
[      25 points] regret_avg: 1.3035 | regret_pref: 4.0000 | reward_optimal: 2.0636 | reward_pref: 0.7601 | reward_npref: 1.2320
[      30 points] regret_avg: 1.5787 | regret_pref: 4.0000 | reward_optimal: 2.3720 | reward_pref: 0.7933 | reward_npref: 0.8625
[      35 points] regret_avg: 1.9296 | regret_pref: 4.0000 | reward_optimal: 2.7123 | reward_pref: 0.7827 | reward_npref: 0.8439
[      40 points] regret_avg: 2.0148 | regret_pref: 4.0000 | reward_optimal: 3.0975 | reward_pref: 1.0827 | reward_npref: 1.1233
[      45 points] regret_avg: 2.1976 | regret_pref: 4.0000 | reward_optimal: 3.7479 | reward_pref: 1.5503 | reward_npref: 1.3860
[      50 points] regret_avg: 2.6612 | regret_pref: 4.0000 | reward_optimal: 4.2120 | reward_pref: 1.5508 | reward_npref: 1.3473
[      55 points] regret_avg: 3.1169 | regret_pref: 4.0000 | reward_optimal: 4.6899 | reward_pref: 1.5731 | reward_npref: 1.2978
[      60 points] regret_avg: 3.8875 | regret_pref: 4.0000 | reward_optimal: 5.1857 | reward_pref: 1.2982 | reward_npref: 0.9958
[      65 points] regret_avg: 4.2671 | regret_pref: 4.0000 | reward_optimal: 5.6642 | reward_pref: 1.3971 | reward_npref: 0.6635
[      70 points] regret_avg: 4.6867 | regret_pref: 4.0000 | reward_optimal: 5.9683 | reward_pref: 1.2816 | reward_npref: 0.4120
[      75 points] regret_avg: 4.9196 | regret_pref: 5.0000 | reward_optimal: 6.4417 | reward_pref: 1.5221 | reward_npref: 0.8854
[      80 points] regret_avg: 5.2124 | regret_pref: 5.0000 | reward_optimal: 6.6860 | reward_pref: 1.4736 | reward_npref: 0.6421
[      85 points] regret_avg: 5.4587 | regret_pref: 5.0000 | reward_optimal: 7.1324 | reward_pref: 1.6737 | reward_npref: 0.4241
[      90 points] regret_avg: 5.7333 | regret_pref: 5.0000 | reward_optimal: 7.5694 | reward_pref: 1.8361 | reward_npref: 0.5727
[      95 points] regret_avg: 5.7333 | regret_pref: 5.0000 | reward_optimal: 8.2032 | reward_pref: 2.4700 | reward_npref: 0.9059
[     100 points] regret_avg: 5.9702 | regret_pref: 6.0000 | reward_optimal: 8.5741 | reward_pref: 2.6039 | reward_npref: 1.0851
[     105 points] regret_avg: 6.4631 | regret_pref: 6.0000 | reward_optimal: 9.0345 | reward_pref: 2.5714 | reward_npref: 0.9753
[     110 points] regret_avg: 6.7094 | regret_pref: 7.0000 | reward_optimal: 9.2846 | reward_pref: 2.5752 | reward_npref: 0.9942
[     115 points] regret_avg: 6.9779 | regret_pref: 7.0000 | reward_optimal: 9.5835 | reward_pref: 2.6056 | reward_npref: 0.5987
[     120 points] regret_avg: 7.3166 | regret_pref: 8.0000 | reward_optimal: 9.9457 | reward_pref: 2.6291 | reward_npref: 0.7790
[     125 points] regret_avg: 8.0269 | regret_pref: 8.0000 | reward_optimal: 10.3091 | reward_pref: 2.2823 | reward_npref: 0.2833
[     130 points] regret_avg: 8.5006 | regret_pref: 9.0000 | reward_optimal: 10.6678 | reward_pref: 2.1672 | reward_npref: 0.3734
