,timestep,rewdiff,config_name,seed
0,0.0,0.45,nsdpo_g0.3,2021
1,1.0,0.85,nsdpo_g0.3,2021
2,2.0,0.75,nsdpo_g0.3,2021
3,3.0,0.8,nsdpo_g0.3,2021
4,4.0,0.75,nsdpo_g0.3,2021
5,5.0,0.8,nsdpo_g0.3,2021
6,6.0,0.7,nsdpo_g0.3,2021
7,7.0,0.75,nsdpo_g0.3,2021
8,8.0,0.6,nsdpo_g0.3,2021
9,9.0,0.75,nsdpo_g0.3,2021
10,10.0,0.75,nsdpo_g0.3,2021
11,11.0,0.9,nsdpo_g0.3,2021
12,12.0,0.85,nsdpo_g0.3,2021
13,13.0,0.8,nsdpo_g0.3,2021
14,14.0,0.7,nsdpo_g0.3,2021
15,15.0,0.7,nsdpo_g0.3,2021
16,16.0,0.7,nsdpo_g0.3,2021
17,17.0,0.75,nsdpo_g0.3,2021
18,18.0,0.7,nsdpo_g0.3,2021
19,19.0,0.75,nsdpo_g0.3,2021
20,20.0,0.95,nsdpo_g0.3,2021
21,21.0,0.75,nsdpo_g0.3,2021
22,22.0,0.7,nsdpo_g0.3,2021
23,23.0,0.9,nsdpo_g0.3,2021
24,24.0,0.85,nsdpo_g0.3,2021
25,25.0,0.85,nsdpo_g0.3,2021
26,26.0,0.75,nsdpo_g0.3,2021
27,27.0,0.7,nsdpo_g0.3,2021
28,28.0,0.8,nsdpo_g0.3,2021
29,29.0,0.85,nsdpo_g0.3,2021
30,30.0,0.75,nsdpo_g0.3,2021
31,31.0,0.85,nsdpo_g0.3,2021
32,32.0,0.8,nsdpo_g0.3,2021
33,33.0,0.85,nsdpo_g0.3,2021
34,34.0,0.8,nsdpo_g0.3,2021
35,35.0,0.7,nsdpo_g0.3,2021
36,36.0,0.8,nsdpo_g0.3,2021
37,37.0,0.8,nsdpo_g0.3,2021
38,38.0,0.85,nsdpo_g0.3,2021
39,39.0,0.85,nsdpo_g0.3,2021
40,40.0,0.7,nsdpo_g0.3,2021
41,41.0,0.75,nsdpo_g0.3,2021
42,42.0,0.75,nsdpo_g0.3,2021
43,43.0,0.8,nsdpo_g0.3,2021
44,44.0,0.75,nsdpo_g0.3,2021
45,45.0,0.9,nsdpo_g0.3,2021
46,46.0,0.9,nsdpo_g0.3,2021
47,47.0,0.8,nsdpo_g0.3,2021
48,48.0,0.8,nsdpo_g0.3,2021
49,49.0,0.7,nsdpo_g0.3,2021
50,50.0,0.8,nsdpo_g0.3,2021
51,51.0,0.9,nsdpo_g0.3,2021
52,52.0,0.7,nsdpo_g0.3,2021
53,53.0,0.75,nsdpo_g0.3,2021
54,54.0,0.95,nsdpo_g0.3,2021
55,55.0,0.7,nsdpo_g0.3,2021
56,56.0,0.8,nsdpo_g0.3,2021
57,57.0,0.8,nsdpo_g0.3,2021
58,58.0,0.8,nsdpo_g0.3,2021
59,59.0,0.85,nsdpo_g0.3,2021
60,60.0,0.6,nsdpo_g0.3,2021
61,61.0,0.65,nsdpo_g0.3,2021
62,62.0,0.85,nsdpo_g0.3,2021
63,63.0,0.8,nsdpo_g0.3,2021
64,64.0,0.7,nsdpo_g0.3,2021
65,65.0,0.7,nsdpo_g0.3,2021
66,66.0,0.55,nsdpo_g0.3,2021
67,67.0,0.75,nsdpo_g0.3,2021
68,68.0,0.7,nsdpo_g0.3,2021
69,69.0,0.7,nsdpo_g0.3,2021
70,70.0,0.8,nsdpo_g0.3,2021
71,71.0,0.95,nsdpo_g0.3,2021
72,72.0,1.0,nsdpo_g0.3,2021
73,73.0,0.9,nsdpo_g0.3,2021
74,74.0,0.75,nsdpo_g0.3,2021
75,75.0,0.8,nsdpo_g0.3,2021
76,76.0,0.8,nsdpo_g0.3,2021
77,77.0,0.7,nsdpo_g0.3,2021
78,78.0,0.9,nsdpo_g0.3,2021
79,79.0,0.85,nsdpo_g0.3,2021
80,80.0,0.9,nsdpo_g0.3,2021
81,81.0,0.8,nsdpo_g0.3,2021
82,82.0,0.65,nsdpo_g0.3,2021
83,83.0,0.75,nsdpo_g0.3,2021
84,84.0,0.65,nsdpo_g0.3,2021
85,85.0,0.8,nsdpo_g0.3,2021
86,86.0,0.95,nsdpo_g0.3,2021
87,87.0,0.8,nsdpo_g0.3,2021
88,88.0,0.95,nsdpo_g0.3,2021
89,89.0,0.65,nsdpo_g0.3,2021
90,90.0,0.7,nsdpo_g0.3,2021
91,91.0,0.7,nsdpo_g0.3,2021
92,92.0,0.85,nsdpo_g0.3,2021
93,93.0,0.9,nsdpo_g0.3,2021
94,94.0,0.85,nsdpo_g0.3,2021
95,95.0,0.8,nsdpo_g0.3,2021
96,96.0,0.8,nsdpo_g0.3,2021
97,97.0,0.7,nsdpo_g0.3,2021
98,98.0,0.95,nsdpo_g0.3,2021
99,99.0,0.85,nsdpo_g0.3,2021
