[       5 points] regret_avg: 0.5112 | regret_pref: 0.0000 | reward_optimal: 0.4563 | reward_pref: -0.0549 | reward_npref: -0.1496
[      10 points] regret_avg: 1.0011 | regret_pref: 1.0000 | reward_optimal: 0.8301 | reward_pref: -0.1710 | reward_npref: -0.2428
[      15 points] regret_avg: 1.5208 | regret_pref: 2.0000 | reward_optimal: 1.2845 | reward_pref: -0.2363 | reward_npref: -0.2960
[      20 points] regret_avg: 1.8840 | regret_pref: 2.0000 | reward_optimal: 1.5027 | reward_pref: -0.3813 | reward_npref: -0.5137
[      25 points] regret_avg: 2.0191 | regret_pref: 2.0000 | reward_optimal: 1.9236 | reward_pref: -0.0956 | reward_npref: -0.3149
[      30 points] regret_avg: 2.3830 | regret_pref: 2.0000 | reward_optimal: 2.8219 | reward_pref: 0.4389 | reward_npref: 0.1703
[      35 points] regret_avg: 2.7440 | regret_pref: 2.0000 | reward_optimal: 3.2503 | reward_pref: 0.5063 | reward_npref: 0.1362
[      40 points] regret_avg: 3.3203 | regret_pref: 3.0000 | reward_optimal: 3.5116 | reward_pref: 0.1913 | reward_npref: 0.1117
[      45 points] regret_avg: 4.0508 | regret_pref: 3.0000 | reward_optimal: 3.8016 | reward_pref: -0.2492 | reward_npref: -0.6631
[      50 points] regret_avg: 4.1926 | regret_pref: 3.0000 | reward_optimal: 4.3852 | reward_pref: 0.1926 | reward_npref: -0.3607
[      55 points] regret_avg: 4.8103 | regret_pref: 4.0000 | reward_optimal: 4.7150 | reward_pref: -0.0952 | reward_npref: -0.6243
[      60 points] regret_avg: 5.0326 | regret_pref: 5.0000 | reward_optimal: 4.9942 | reward_pref: -0.0384 | reward_npref: -0.4898
[      65 points] regret_avg: 5.1598 | regret_pref: 5.0000 | reward_optimal: 5.4837 | reward_pref: 0.3239 | reward_npref: -0.2504
[      70 points] regret_avg: 5.1598 | regret_pref: 5.0000 | reward_optimal: 6.5909 | reward_pref: 1.4312 | reward_npref: 0.2725
[      75 points] regret_avg: 5.7424 | regret_pref: 5.0000 | reward_optimal: 6.7700 | reward_pref: 1.0276 | reward_npref: -0.4452
[      80 points] regret_avg: 6.2102 | regret_pref: 6.0000 | reward_optimal: 7.1227 | reward_pref: 0.9125 | reward_npref: -0.4406
[      85 points] regret_avg: 6.2894 | regret_pref: 6.0000 | reward_optimal: 7.7891 | reward_pref: 1.4997 | reward_npref: 0.0682
[      90 points] regret_avg: 6.6265 | regret_pref: 7.0000 | reward_optimal: 8.3687 | reward_pref: 1.7422 | reward_npref: 0.3810
[      95 points] regret_avg: 6.9327 | regret_pref: 8.0000 | reward_optimal: 8.7031 | reward_pref: 1.7704 | reward_npref: 0.4319
[     100 points] regret_avg: 7.3676 | regret_pref: 8.0000 | reward_optimal: 9.3866 | reward_pref: 2.0190 | reward_npref: 0.6224
[     105 points] regret_avg: 7.7325 | regret_pref: 8.0000 | reward_optimal: 9.6560 | reward_pref: 1.9235 | reward_npref: 0.0818
[     110 points] regret_avg: 8.0968 | regret_pref: 8.0000 | reward_optimal: 10.5492 | reward_pref: 2.4524 | reward_npref: 0.3616
[     115 points] regret_avg: 8.2843 | regret_pref: 9.0000 | reward_optimal: 10.9781 | reward_pref: 2.6938 | reward_npref: 0.6088
[     120 points] regret_avg: 8.4834 | regret_pref: 9.0000 | reward_optimal: 11.4220 | reward_pref: 2.9386 | reward_npref: 0.8374
[     125 points] regret_avg: 8.8875 | regret_pref: 9.0000 | reward_optimal: 11.8899 | reward_pref: 3.0024 | reward_npref: 0.8071
[     130 points] regret_avg: 8.8875 | regret_pref: 9.0000 | reward_optimal: 12.5961 | reward_pref: 3.7086 | reward_npref: 1.2367
[     135 points] regret_avg: 8.8875 | regret_pref: 9.0000 | reward_optimal: 13.1010 | reward_pref: 4.2135 | reward_npref: 1.7121
[     140 points] regret_avg: 9.3112 | regret_pref: 10.0000 | reward_optimal: 13.3007 | reward_pref: 3.9895 | reward_npref: 1.5822
[     145 points] regret_avg: 9.9360 | regret_pref: 11.0000 | reward_optimal: 13.6253 | reward_pref: 3.6893 | reward_npref: 1.4356
[     150 points] regret_avg: 10.2827 | regret_pref: 11.0000 | reward_optimal: 14.4672 | reward_pref: 4.1845 | reward_npref: 1.6809
[     155 points] regret_avg: 10.7594 | regret_pref: 12.0000 | reward_optimal: 14.9767 | reward_pref: 4.2172 | reward_npref: 1.9222
[     160 points] regret_avg: 11.0880 | regret_pref: 12.0000 | reward_optimal: 15.4281 | reward_pref: 4.3400 | reward_npref: 2.0288
[     165 points] regret_avg: 11.1756 | regret_pref: 12.0000 | reward_optimal: 15.7476 | reward_pref: 4.5720 | reward_npref: 2.1813
[     170 points] regret_avg: 11.5785 | regret_pref: 12.0000 | reward_optimal: 17.0852 | reward_pref: 5.5068 | reward_npref: 2.7282
[     175 points] regret_avg: 12.2398 | regret_pref: 13.0000 | reward_optimal: 17.5553 | reward_pref: 5.3155 | reward_npref: 3.1983
[     180 points] regret_avg: 12.5975 | regret_pref: 13.0000 | reward_optimal: 18.4390 | reward_pref: 5.8416 | reward_npref: 3.5842
[     185 points] regret_avg: 12.9731 | regret_pref: 14.0000 | reward_optimal: 18.8599 | reward_pref: 5.8869 | reward_npref: 3.7915
[     190 points] regret_avg: 13.3265 | regret_pref: 15.0000 | reward_optimal: 19.1995 | reward_pref: 5.8730 | reward_npref: 3.8592
[     195 points] regret_avg: 13.5416 | regret_pref: 15.0000 | reward_optimal: 19.6337 | reward_pref: 6.0922 | reward_npref: 4.0251
[     200 points] regret_avg: 13.5416 | regret_pref: 15.0000 | reward_optimal: 20.9718 | reward_pref: 7.4302 | reward_npref: 4.4240
[     205 points] regret_avg: 13.8253 | regret_pref: 15.0000 | reward_optimal: 21.3120 | reward_pref: 7.4866 | reward_npref: 3.7076
[     210 points] regret_avg: 14.0288 | regret_pref: 15.0000 | reward_optimal: 22.0099 | reward_pref: 7.9811 | reward_npref: 4.0852
[     215 points] regret_avg: 14.2264 | regret_pref: 16.0000 | reward_optimal: 22.4868 | reward_pref: 8.2605 | reward_npref: 4.4744
[     220 points] regret_avg: 14.2264 | regret_pref: 16.0000 | reward_optimal: 22.9159 | reward_pref: 8.6895 | reward_npref: 4.5599
[     225 points] regret_avg: 14.9309 | regret_pref: 16.0000 | reward_optimal: 23.2258 | reward_pref: 8.2949 | reward_npref: 3.8898
[     230 points] regret_avg: 15.0733 | regret_pref: 17.0000 | reward_optimal: 23.5300 | reward_pref: 8.4567 | reward_npref: 4.1940
[     235 points] regret_avg: 15.2378 | regret_pref: 17.0000 | reward_optimal: 23.7855 | reward_pref: 8.5476 | reward_npref: 4.1274
[     240 points] regret_avg: 15.4647 | regret_pref: 17.0000 | reward_optimal: 24.2156 | reward_pref: 8.7509 | reward_npref: 4.2843
[     245 points] regret_avg: 15.8881 | regret_pref: 17.0000 | reward_optimal: 24.6803 | reward_pref: 8.7921 | reward_npref: 4.3101
[     250 points] regret_avg: 16.1021 | regret_pref: 17.0000 | reward_optimal: 24.9218 | reward_pref: 8.8197 | reward_npref: 4.1840
[     255 points] regret_avg: 16.5984 | regret_pref: 17.0000 | reward_optimal: 25.4112 | reward_pref: 8.8128 | reward_npref: 4.1568
[     260 points] regret_avg: 17.1951 | regret_pref: 17.0000 | reward_optimal: 25.6755 | reward_pref: 8.4804 | reward_npref: 3.3431
