[       5 points] regret_avg: 0.4661 | regret_pref: 1.0000 | reward_optimal: 1.9510 | reward_pref: 1.4850 | reward_npref: 1.6008
[      10 points] regret_avg: 3.0994 | regret_pref: 2.0000 | reward_optimal: 2.6276 | reward_pref: -0.4718 | reward_npref: 1.7231
[      15 points] regret_avg: 4.7593 | regret_pref: 2.0000 | reward_optimal: 11.5854 | reward_pref: 6.8261 | reward_npref: 5.1904
[      20 points] regret_avg: 5.6245 | regret_pref: 3.0000 | reward_optimal: 12.7807 | reward_pref: 7.1562 | reward_npref: 5.6234
[      25 points] regret_avg: 6.8261 | regret_pref: 4.0000 | reward_optimal: 13.1743 | reward_pref: 6.3482 | reward_npref: 5.7302
[      30 points] regret_avg: 13.1767 | regret_pref: 5.0000 | reward_optimal: 13.1808 | reward_pref: 0.0041 | reward_npref: 1.3365
[      35 points] regret_avg: 16.9599 | regret_pref: 6.0000 | reward_optimal: 13.4757 | reward_pref: -3.4842 | reward_npref: -0.7662
[      40 points] regret_avg: 16.9599 | regret_pref: 6.0000 | reward_optimal: 20.7261 | reward_pref: 3.7662 | reward_npref: 0.5183
[      45 points] regret_avg: 16.9599 | regret_pref: 6.0000 | reward_optimal: 21.5504 | reward_pref: 4.5905 | reward_npref: 0.1918
[      50 points] regret_avg: 16.9599 | regret_pref: 6.0000 | reward_optimal: 21.8370 | reward_pref: 4.8771 | reward_npref: 0.1198
[      55 points] regret_avg: 18.4565 | regret_pref: 6.0000 | reward_optimal: 22.6100 | reward_pref: 4.1535 | reward_npref: -1.0932
[      60 points] regret_avg: 21.7010 | regret_pref: 7.0000 | reward_optimal: 26.8838 | reward_pref: 5.1828 | reward_npref: 1.6211
[      65 points] regret_avg: 24.3831 | regret_pref: 8.0000 | reward_optimal: 30.4176 | reward_pref: 6.0345 | reward_npref: 4.5141
[      70 points] regret_avg: 24.5616 | regret_pref: 9.0000 | reward_optimal: 30.7095 | reward_pref: 6.1478 | reward_npref: 4.6893
[      75 points] regret_avg: 24.5616 | regret_pref: 9.0000 | reward_optimal: 31.0001 | reward_pref: 6.4385 | reward_npref: 4.7944
[      80 points] regret_avg: 34.2953 | regret_pref: 9.0000 | reward_optimal: 30.5419 | reward_pref: -3.7535 | reward_npref: -6.2521
[      85 points] regret_avg: 35.2136 | regret_pref: 9.0000 | reward_optimal: 30.8459 | reward_pref: -4.3678 | reward_npref: -7.5130
[      90 points] regret_avg: 43.9167 | regret_pref: 10.0000 | reward_optimal: 30.7825 | reward_pref: -13.1343 | reward_npref: -10.2859
[      95 points] regret_avg: 46.7863 | regret_pref: 10.0000 | reward_optimal: 37.4395 | reward_pref: -9.3468 | reward_npref: -7.3083
[     100 points] regret_avg: 46.7863 | regret_pref: 10.0000 | reward_optimal: 36.9802 | reward_pref: -9.8061 | reward_npref: -13.4910
[     105 points] regret_avg: 58.9102 | regret_pref: 11.0000 | reward_optimal: 51.0630 | reward_pref: -7.8473 | reward_npref: -4.6647
[     110 points] regret_avg: 61.7642 | regret_pref: 11.0000 | reward_optimal: 55.8473 | reward_pref: -5.9170 | reward_npref: -3.5987
[     115 points] regret_avg: 61.7642 | regret_pref: 11.0000 | reward_optimal: 68.7766 | reward_pref: 7.0124 | reward_npref: -0.9910
[     120 points] regret_avg: 62.3714 | regret_pref: 11.0000 | reward_optimal: 68.9829 | reward_pref: 6.6115 | reward_npref: -1.4722
[     125 points] regret_avg: 65.2939 | regret_pref: 12.0000 | reward_optimal: 72.5860 | reward_pref: 7.2921 | reward_npref: 1.2468
[     130 points] regret_avg: 65.2939 | regret_pref: 12.0000 | reward_optimal: 82.3742 | reward_pref: 17.0803 | reward_npref: 3.8449
[     135 points] regret_avg: 69.4088 | regret_pref: 13.0000 | reward_optimal: 82.8059 | reward_pref: 13.3971 | reward_npref: 2.3103
[     140 points] regret_avg: 69.4088 | regret_pref: 13.0000 | reward_optimal: 84.6825 | reward_pref: 15.2737 | reward_npref: 3.3923
[     145 points] regret_avg: 76.2353 | regret_pref: 13.0000 | reward_optimal: 84.4927 | reward_pref: 8.2574 | reward_npref: -4.4176
[     150 points] regret_avg: 83.0827 | regret_pref: 13.0000 | reward_optimal: 83.8948 | reward_pref: 0.8121 | reward_npref: -17.4967
[     155 points] regret_avg: 86.6102 | regret_pref: 13.0000 | reward_optimal: 98.0527 | reward_pref: 11.4425 | reward_npref: -15.5645
[     160 points] regret_avg: 89.2293 | regret_pref: 13.0000 | reward_optimal: 98.3239 | reward_pref: 9.0946 | reward_npref: -21.2593
[     165 points] regret_avg: 91.1201 | regret_pref: 13.0000 | reward_optimal: 102.2862 | reward_pref: 11.1661 | reward_npref: -19.6353
[     170 points] regret_avg: 91.4826 | regret_pref: 13.0000 | reward_optimal: 103.3826 | reward_pref: 11.9001 | reward_npref: -19.1728
[     175 points] regret_avg: 93.9446 | regret_pref: 14.0000 | reward_optimal: 103.6956 | reward_pref: 9.7510 | reward_npref: -21.0045
[     180 points] regret_avg: 94.9682 | regret_pref: 14.0000 | reward_optimal: 104.0926 | reward_pref: 9.1244 | reward_npref: -22.6808
[     185 points] regret_avg: 95.9084 | regret_pref: 15.0000 | reward_optimal: 105.5762 | reward_pref: 9.6678 | reward_npref: -22.0191
[     190 points] regret_avg: 96.7757 | regret_pref: 15.0000 | reward_optimal: 106.2628 | reward_pref: 9.4872 | reward_npref: -23.1425
[     195 points] regret_avg: 97.6263 | regret_pref: 15.0000 | reward_optimal: 106.9636 | reward_pref: 9.3373 | reward_npref: -23.9982
[     200 points] regret_avg: 102.4789 | regret_pref: 16.0000 | reward_optimal: 114.1969 | reward_pref: 11.7180 | reward_npref: -21.1902
[     205 points] regret_avg: 104.0927 | regret_pref: 16.0000 | reward_optimal: 114.8429 | reward_pref: 10.7503 | reward_npref: -22.3228
[     210 points] regret_avg: 104.7785 | regret_pref: 17.0000 | reward_optimal: 115.3777 | reward_pref: 10.5992 | reward_npref: -22.4106
[     215 points] regret_avg: 113.1300 | regret_pref: 18.0000 | reward_optimal: 125.0790 | reward_pref: 11.9490 | reward_npref: -16.3018
[     220 points] regret_avg: 113.2498 | regret_pref: 18.0000 | reward_optimal: 127.1136 | reward_pref: 13.8637 | reward_npref: -15.3066
[     225 points] regret_avg: 113.2498 | regret_pref: 18.0000 | reward_optimal: 128.7521 | reward_pref: 15.5022 | reward_npref: -14.4412
[     230 points] regret_avg: 119.2782 | regret_pref: 19.0000 | reward_optimal: 142.5954 | reward_pref: 23.3172 | reward_npref: -3.1838
[     235 points] regret_avg: 120.5056 | regret_pref: 19.0000 | reward_optimal: 147.5791 | reward_pref: 27.0736 | reward_npref: -2.3645
[     240 points] regret_avg: 120.5056 | regret_pref: 19.0000 | reward_optimal: 147.8612 | reward_pref: 27.3556 | reward_npref: -3.5816
[     245 points] regret_avg: 123.5509 | regret_pref: 20.0000 | reward_optimal: 151.8191 | reward_pref: 28.2682 | reward_npref: -2.2491
[     250 points] regret_avg: 124.2008 | regret_pref: 20.0000 | reward_optimal: 151.9644 | reward_pref: 27.7636 | reward_npref: -4.0671
[     255 points] regret_avg: 124.2008 | regret_pref: 20.0000 | reward_optimal: 154.5009 | reward_pref: 30.3002 | reward_npref: -2.9252
[     260 points] regret_avg: 127.6849 | regret_pref: 20.0000 | reward_optimal: 154.3025 | reward_pref: 26.6176 | reward_npref: -10.4584
[     265 points] regret_avg: 131.8514 | regret_pref: 20.0000 | reward_optimal: 154.4903 | reward_pref: 22.6388 | reward_npref: -17.9930
[     270 points] regret_avg: 136.6872 | regret_pref: 21.0000 | reward_optimal: 154.9830 | reward_pref: 18.2958 | reward_npref: -20.0781
[     275 points] regret_avg: 137.4276 | regret_pref: 21.0000 | reward_optimal: 155.2259 | reward_pref: 17.7983 | reward_npref: -23.0823
[     280 points] regret_avg: 137.4276 | regret_pref: 21.0000 | reward_optimal: 155.2429 | reward_pref: 17.8153 | reward_npref: -28.8640
[     285 points] regret_avg: 139.4091 | regret_pref: 21.0000 | reward_optimal: 163.2785 | reward_pref: 23.8694 | reward_npref: -24.2868
[     290 points] regret_avg: 145.7736 | regret_pref: 21.0000 | reward_optimal: 162.9200 | reward_pref: 17.1464 | reward_npref: -33.5705
[     295 points] regret_avg: 149.6173 | regret_pref: 21.0000 | reward_optimal: 162.5237 | reward_pref: 12.9064 | reward_npref: -46.5415
[     300 points] regret_avg: 150.2853 | regret_pref: 21.0000 | reward_optimal: 163.1758 | reward_pref: 12.8906 | reward_npref: -47.5052
[     305 points] regret_avg: 154.4174 | regret_pref: 22.0000 | reward_optimal: 168.5095 | reward_pref: 14.0920 | reward_npref: -42.8278
[     310 points] regret_avg: 154.4174 | regret_pref: 22.0000 | reward_optimal: 168.7348 | reward_pref: 14.3173 | reward_npref: -43.2893
[     315 points] regret_avg: 157.7790 | regret_pref: 22.0000 | reward_optimal: 182.2517 | reward_pref: 24.4727 | reward_npref: -37.3195
[     320 points] regret_avg: 160.7073 | regret_pref: 23.0000 | reward_optimal: 186.4524 | reward_pref: 25.7450 | reward_npref: -34.3862
[     325 points] regret_avg: 162.5145 | regret_pref: 24.0000 | reward_optimal: 186.7655 | reward_pref: 24.2510 | reward_npref: -35.5604
[     330 points] regret_avg: 162.9461 | regret_pref: 24.0000 | reward_optimal: 190.3476 | reward_pref: 27.4015 | reward_npref: -34.3762
[     335 points] regret_avg: 163.9182 | regret_pref: 25.0000 | reward_optimal: 191.8018 | reward_pref: 27.8836 | reward_npref: -33.3453
[     340 points] regret_avg: 165.3457 | regret_pref: 26.0000 | reward_optimal: 192.6878 | reward_pref: 27.3421 | reward_npref: -33.4891
[     345 points] regret_avg: 169.9712 | regret_pref: 27.0000 | reward_optimal: 192.9367 | reward_pref: 22.9656 | reward_npref: -35.8176
[     350 points] regret_avg: 178.2362 | regret_pref: 28.0000 | reward_optimal: 193.0933 | reward_pref: 14.8570 | reward_npref: -36.6138
[     355 points] regret_avg: 185.2842 | regret_pref: 29.0000 | reward_optimal: 202.6962 | reward_pref: 17.4121 | reward_npref: -32.3364
[     360 points] regret_avg: 185.4748 | regret_pref: 29.0000 | reward_optimal: 205.8468 | reward_pref: 20.3720 | reward_npref: -29.5667
[     365 points] regret_avg: 190.4638 | regret_pref: 30.0000 | reward_optimal: 212.0885 | reward_pref: 21.6246 | reward_npref: -26.3646
[     370 points] regret_avg: 192.0568 | regret_pref: 30.0000 | reward_optimal: 212.8281 | reward_pref: 20.7713 | reward_npref: -29.4305
[     375 points] regret_avg: 194.8877 | regret_pref: 31.0000 | reward_optimal: 216.4081 | reward_pref: 21.5204 | reward_npref: -26.5079
[     380 points] regret_avg: 195.7440 | regret_pref: 31.0000 | reward_optimal: 216.8861 | reward_pref: 21.1421 | reward_npref: -27.0495
[     385 points] regret_avg: 196.4814 | regret_pref: 31.0000 | reward_optimal: 222.8528 | reward_pref: 26.3713 | reward_npref: -24.0193
