[       5 points] regret_avg: 0.1518 | regret_pref: 1.0000 | reward_optimal: 0.3336 | reward_pref: 0.1818 | reward_npref: 0.1926
[      10 points] regret_avg: 0.6742 | regret_pref: 2.0000 | reward_optimal: 0.7053 | reward_pref: 0.0312 | reward_npref: 0.3594
[      15 points] regret_avg: 0.9127 | regret_pref: 2.0000 | reward_optimal: 1.0870 | reward_pref: 0.1743 | reward_npref: 0.4744
[      20 points] regret_avg: 1.1821 | regret_pref: 2.0000 | reward_optimal: 1.4810 | reward_pref: 0.2988 | reward_npref: 0.5409
[      25 points] regret_avg: 1.5675 | regret_pref: 3.0000 | reward_optimal: 1.7479 | reward_pref: 0.1804 | reward_npref: 0.6596
[      30 points] regret_avg: 2.3766 | regret_pref: 4.0000 | reward_optimal: 2.0977 | reward_pref: -0.2789 | reward_npref: 0.3672
[      35 points] regret_avg: 2.4771 | regret_pref: 4.0000 | reward_optimal: 2.4605 | reward_pref: -0.0166 | reward_npref: 0.5553
[      40 points] regret_avg: 3.0177 | regret_pref: 5.0000 | reward_optimal: 2.8175 | reward_pref: -0.2002 | reward_npref: 0.7145
[      45 points] regret_avg: 3.0177 | regret_pref: 5.0000 | reward_optimal: 3.3642 | reward_pref: 0.3465 | reward_npref: 0.8267
[      50 points] regret_avg: 3.0177 | regret_pref: 5.0000 | reward_optimal: 3.6892 | reward_pref: 0.6715 | reward_npref: 0.6136
[      55 points] regret_avg: 3.2764 | regret_pref: 6.0000 | reward_optimal: 4.1316 | reward_pref: 0.8552 | reward_npref: 0.8303
[      60 points] regret_avg: 3.5355 | regret_pref: 6.0000 | reward_optimal: 4.5503 | reward_pref: 1.0148 | reward_npref: 0.9465
[      65 points] regret_avg: 3.8689 | regret_pref: 7.0000 | reward_optimal: 5.1526 | reward_pref: 1.2837 | reward_npref: 1.4461
[      70 points] regret_avg: 4.2242 | regret_pref: 7.0000 | reward_optimal: 5.4733 | reward_pref: 1.2491 | reward_npref: 1.2587
[      75 points] regret_avg: 4.6649 | regret_pref: 8.0000 | reward_optimal: 5.7662 | reward_pref: 1.1013 | reward_npref: 1.2929
[      80 points] regret_avg: 5.3794 | regret_pref: 8.0000 | reward_optimal: 6.1515 | reward_pref: 0.7722 | reward_npref: 0.9307
[      85 points] regret_avg: 5.5993 | regret_pref: 8.0000 | reward_optimal: 6.5360 | reward_pref: 0.9367 | reward_npref: 1.0097
[      90 points] regret_avg: 6.2602 | regret_pref: 9.0000 | reward_optimal: 7.0105 | reward_pref: 0.7503 | reward_npref: 1.0573
[      95 points] regret_avg: 6.5838 | regret_pref: 9.0000 | reward_optimal: 7.4648 | reward_pref: 0.8811 | reward_npref: 1.1841
[     100 points] regret_avg: 6.5838 | regret_pref: 9.0000 | reward_optimal: 7.7703 | reward_pref: 1.1865 | reward_npref: 0.9464
[     105 points] regret_avg: 7.3048 | regret_pref: 10.0000 | reward_optimal: 8.7536 | reward_pref: 1.4488 | reward_npref: 1.5782
[     110 points] regret_avg: 7.5458 | regret_pref: 11.0000 | reward_optimal: 9.1128 | reward_pref: 1.5670 | reward_npref: 1.7728
