[       5 points] regret_avg: 5.7616 | regret_pref: 0.0000 | reward_optimal: -0.0915 | reward_pref: -5.8531 | reward_npref: -8.1006
[      10 points] regret_avg: 15.2799 | regret_pref: 0.0000 | reward_optimal: -0.7381 | reward_pref: -16.0180 | reward_npref: -20.1222
[      15 points] regret_avg: 16.0851 | regret_pref: 0.0000 | reward_optimal: 5.8215 | reward_pref: -10.2636 | reward_npref: -18.6102
[      20 points] regret_avg: 18.7574 | regret_pref: 0.0000 | reward_optimal: 11.2842 | reward_pref: -7.4732 | reward_npref: -17.6410
[      25 points] regret_avg: 26.3364 | regret_pref: 1.0000 | reward_optimal: 20.4005 | reward_pref: -5.9359 | reward_npref: -11.8941
[      30 points] regret_avg: 33.2648 | regret_pref: 2.0000 | reward_optimal: 20.6961 | reward_pref: -12.5686 | reward_npref: -13.7515
[      35 points] regret_avg: 36.3713 | regret_pref: 2.0000 | reward_optimal: 20.8956 | reward_pref: -15.4757 | reward_npref: -17.3283
[      40 points] regret_avg: 36.5227 | regret_pref: 2.0000 | reward_optimal: 21.4197 | reward_pref: -15.1030 | reward_npref: -17.0138
[      45 points] regret_avg: 42.7788 | regret_pref: 3.0000 | reward_optimal: 21.6343 | reward_pref: -21.1446 | reward_npref: -17.7399
[      50 points] regret_avg: 46.7487 | regret_pref: 4.0000 | reward_optimal: 27.6060 | reward_pref: -19.1427 | reward_npref: -12.1353
[      55 points] regret_avg: 49.7005 | regret_pref: 5.0000 | reward_optimal: 27.0991 | reward_pref: -22.6014 | reward_npref: -12.6423
[      60 points] regret_avg: 56.9587 | regret_pref: 6.0000 | reward_optimal: 35.5883 | reward_pref: -21.3705 | reward_npref: -4.6780
[      65 points] regret_avg: 65.8778 | regret_pref: 6.0000 | reward_optimal: 51.4700 | reward_pref: -14.4078 | reward_npref: 0.3076
[      70 points] regret_avg: 74.0941 | regret_pref: 7.0000 | reward_optimal: 63.5909 | reward_pref: -10.5032 | reward_npref: 5.6852
[      75 points] regret_avg: 83.1178 | regret_pref: 7.0000 | reward_optimal: 63.1108 | reward_pref: -20.0070 | reward_npref: -7.2966
[      80 points] regret_avg: 86.5671 | regret_pref: 8.0000 | reward_optimal: 67.6920 | reward_pref: -18.8751 | reward_npref: -4.6552
[      85 points] regret_avg: 87.0977 | regret_pref: 8.0000 | reward_optimal: 67.9196 | reward_pref: -19.1780 | reward_npref: -6.2381
[      90 points] regret_avg: 87.7457 | regret_pref: 9.0000 | reward_optimal: 68.8707 | reward_pref: -18.8750 | reward_npref: -5.8416
[      95 points] regret_avg: 90.7103 | regret_pref: 9.0000 | reward_optimal: 74.9680 | reward_pref: -15.7423 | reward_npref: -3.0704
[     100 points] regret_avg: 94.8016 | regret_pref: 10.0000 | reward_optimal: 81.0931 | reward_pref: -13.7084 | reward_npref: -0.6785
[     105 points] regret_avg: 96.4468 | regret_pref: 10.0000 | reward_optimal: 81.8284 | reward_pref: -14.6184 | reward_npref: -2.3208
[     110 points] regret_avg: 97.5640 | regret_pref: 10.0000 | reward_optimal: 81.3281 | reward_pref: -16.2359 | reward_npref: -15.9664
[     115 points] regret_avg: 109.3145 | regret_pref: 11.0000 | reward_optimal: 81.1167 | reward_pref: -28.1978 | reward_npref: -19.8490
[     120 points] regret_avg: 114.5398 | regret_pref: 11.0000 | reward_optimal: 80.8900 | reward_pref: -33.6498 | reward_npref: -28.4918
[     125 points] regret_avg: 121.5323 | regret_pref: 12.0000 | reward_optimal: 81.2582 | reward_pref: -40.2741 | reward_npref: -31.9520
[     130 points] regret_avg: 126.2132 | regret_pref: 12.0000 | reward_optimal: 81.3085 | reward_pref: -44.9047 | reward_npref: -39.7375
[     135 points] regret_avg: 126.2132 | regret_pref: 12.0000 | reward_optimal: 81.9785 | reward_pref: -44.2347 | reward_npref: -40.7942
[     140 points] regret_avg: 126.5763 | regret_pref: 13.0000 | reward_optimal: 82.3362 | reward_pref: -44.2401 | reward_npref: -40.7549
[     145 points] regret_avg: 131.8238 | regret_pref: 14.0000 | reward_optimal: 82.9032 | reward_pref: -48.9206 | reward_npref: -41.4697
[     150 points] regret_avg: 132.0677 | regret_pref: 14.0000 | reward_optimal: 83.5192 | reward_pref: -48.5484 | reward_npref: -41.1904
[     155 points] regret_avg: 132.9545 | regret_pref: 15.0000 | reward_optimal: 85.2917 | reward_pref: -47.6628 | reward_npref: -39.9261
[     160 points] regret_avg: 142.1083 | regret_pref: 16.0000 | reward_optimal: 96.8246 | reward_pref: -45.2837 | reward_npref: -31.2518
[     165 points] regret_avg: 145.4092 | regret_pref: 16.0000 | reward_optimal: 96.7519 | reward_pref: -48.6573 | reward_npref: -36.0608
[     170 points] regret_avg: 149.5435 | regret_pref: 17.0000 | reward_optimal: 96.7221 | reward_pref: -52.8214 | reward_npref: -36.0907
[     175 points] regret_avg: 149.8651 | regret_pref: 18.0000 | reward_optimal: 97.2592 | reward_pref: -52.6058 | reward_npref: -35.8251
