[       5 points] regret_avg: 0.4661 | regret_pref: 1.0000 | reward_optimal: 1.9510 | reward_pref: 1.4850 | reward_npref: 1.6008
[      10 points] regret_avg: 1.0203 | regret_pref: 1.0000 | reward_optimal: 2.6276 | reward_pref: 1.6073 | reward_npref: -0.3560
[      15 points] regret_avg: 2.6801 | regret_pref: 1.0000 | reward_optimal: 11.5854 | reward_pref: 8.9052 | reward_npref: 3.1113
[      20 points] regret_avg: 3.4424 | regret_pref: 1.0000 | reward_optimal: 12.7807 | reward_pref: 9.3382 | reward_npref: 3.4414
[      25 points] regret_avg: 4.6441 | regret_pref: 2.0000 | reward_optimal: 13.1743 | reward_pref: 8.5302 | reward_npref: 3.5481
[      30 points] regret_avg: 9.0443 | regret_pref: 2.0000 | reward_optimal: 13.1808 | reward_pref: 4.1365 | reward_npref: -2.7959
[      35 points] regret_avg: 11.4418 | regret_pref: 2.0000 | reward_optimal: 13.4757 | reward_pref: 2.0339 | reward_npref: -6.2842
[      40 points] regret_avg: 17.4077 | regret_pref: 3.0000 | reward_optimal: 20.7261 | reward_pref: 3.3184 | reward_npref: 0.9662
[      45 points] regret_avg: 17.4077 | regret_pref: 3.0000 | reward_optimal: 21.5504 | reward_pref: 4.1427 | reward_npref: 0.6396
[      50 points] regret_avg: 17.4077 | regret_pref: 3.0000 | reward_optimal: 21.8370 | reward_pref: 4.4292 | reward_npref: 0.5677
[      55 points] regret_avg: 19.3938 | regret_pref: 4.0000 | reward_optimal: 22.6100 | reward_pref: 3.2162 | reward_npref: -0.1559
[      60 points] regret_avg: 22.6383 | regret_pref: 5.0000 | reward_optimal: 26.8838 | reward_pref: 4.2455 | reward_npref: 2.5584
[      65 points] regret_avg: 23.2791 | regret_pref: 5.0000 | reward_optimal: 30.4176 | reward_pref: 7.1385 | reward_npref: 3.4101
[      70 points] regret_avg: 23.3957 | regret_pref: 5.0000 | reward_optimal: 30.7095 | reward_pref: 7.3138 | reward_npref: 3.5234
[      75 points] regret_avg: 23.5812 | regret_pref: 6.0000 | reward_optimal: 31.0001 | reward_pref: 7.4189 | reward_npref: 3.8141
[      80 points] regret_avg: 34.1696 | regret_pref: 7.0000 | reward_optimal: 30.5419 | reward_pref: -3.6277 | reward_npref: -6.3779
[      85 points] regret_avg: 35.0878 | regret_pref: 7.0000 | reward_optimal: 30.8459 | reward_pref: -4.2420 | reward_npref: -7.6388
[      90 points] regret_avg: 37.7973 | regret_pref: 7.0000 | reward_optimal: 30.7825 | reward_pref: -7.0148 | reward_npref: -16.4053
[      95 points] regret_avg: 41.4767 | regret_pref: 8.0000 | reward_optimal: 37.4395 | reward_pref: -4.0372 | reward_npref: -12.6179
[     100 points] regret_avg: 41.4767 | regret_pref: 8.0000 | reward_optimal: 36.9802 | reward_pref: -4.4965 | reward_npref: -18.8006
[     105 points] regret_avg: 46.7332 | regret_pref: 8.0000 | reward_optimal: 51.0630 | reward_pref: 4.3298 | reward_npref: -16.8417
[     110 points] regret_avg: 49.5872 | regret_pref: 8.0000 | reward_optimal: 55.8473 | reward_pref: 6.2601 | reward_npref: -15.7757
[     115 points] regret_avg: 49.5872 | regret_pref: 8.0000 | reward_optimal: 68.7766 | reward_pref: 19.1894 | reward_npref: -13.1680
[     120 points] regret_avg: 50.1943 | regret_pref: 8.0000 | reward_optimal: 68.9829 | reward_pref: 18.7886 | reward_npref: -13.6492
[     125 points] regret_avg: 51.0784 | regret_pref: 8.0000 | reward_optimal: 72.5860 | reward_pref: 21.5075 | reward_npref: -12.9687
[     130 points] regret_avg: 51.0784 | regret_pref: 8.0000 | reward_optimal: 82.3742 | reward_pref: 31.2957 | reward_npref: -10.3706
[     135 points] regret_avg: 55.1933 | regret_pref: 9.0000 | reward_optimal: 82.8059 | reward_pref: 27.6125 | reward_npref: -11.9052
[     140 points] regret_avg: 55.1933 | regret_pref: 9.0000 | reward_optimal: 84.6825 | reward_pref: 29.4891 | reward_npref: -10.8232
[     145 points] regret_avg: 62.0198 | regret_pref: 9.0000 | reward_optimal: 84.4927 | reward_pref: 22.4729 | reward_npref: -18.6330
[     150 points] regret_avg: 68.8673 | regret_pref: 9.0000 | reward_optimal: 83.8948 | reward_pref: 15.0276 | reward_npref: -31.7121
[     155 points] regret_avg: 72.3947 | regret_pref: 9.0000 | reward_optimal: 98.0527 | reward_pref: 25.6580 | reward_npref: -29.7800
[     160 points] regret_avg: 78.3607 | regret_pref: 10.0000 | reward_optimal: 98.3239 | reward_pref: 19.9632 | reward_npref: -32.1279
[     165 points] regret_avg: 80.6991 | regret_pref: 11.0000 | reward_optimal: 102.2862 | reward_pref: 21.5871 | reward_npref: -30.0563
[     170 points] regret_avg: 81.0616 | regret_pref: 11.0000 | reward_optimal: 103.3826 | reward_pref: 22.3211 | reward_npref: -29.5937
[     175 points] regret_avg: 83.2063 | regret_pref: 11.0000 | reward_optimal: 103.6956 | reward_pref: 20.4893 | reward_npref: -31.7428
[     180 points] regret_avg: 84.2298 | regret_pref: 11.0000 | reward_optimal: 104.0926 | reward_pref: 19.8628 | reward_npref: -33.4192
[     185 points] regret_avg: 85.0517 | regret_pref: 11.0000 | reward_optimal: 105.5762 | reward_pref: 20.5245 | reward_npref: -32.8758
[     190 points] regret_avg: 86.8617 | regret_pref: 12.0000 | reward_optimal: 106.2628 | reward_pref: 19.4011 | reward_npref: -33.0564
[     195 points] regret_avg: 88.4182 | regret_pref: 13.0000 | reward_optimal: 106.9636 | reward_pref: 18.5454 | reward_npref: -33.2063
[     200 points] regret_avg: 93.2708 | regret_pref: 14.0000 | reward_optimal: 114.1969 | reward_pref: 20.9261 | reward_npref: -30.3984
[     205 points] regret_avg: 94.8845 | regret_pref: 14.0000 | reward_optimal: 114.8429 | reward_pref: 19.9584 | reward_npref: -31.5309
[     210 points] regret_avg: 95.5703 | regret_pref: 15.0000 | reward_optimal: 115.3777 | reward_pref: 19.8073 | reward_npref: -31.6187
[     215 points] regret_avg: 103.9219 | regret_pref: 16.0000 | reward_optimal: 125.0790 | reward_pref: 21.1571 | reward_npref: -25.5099
[     220 points] regret_avg: 104.0417 | regret_pref: 16.0000 | reward_optimal: 127.1136 | reward_pref: 23.0718 | reward_npref: -24.5147
[     225 points] regret_avg: 104.0417 | regret_pref: 16.0000 | reward_optimal: 128.7521 | reward_pref: 24.7104 | reward_npref: -23.6493
[     230 points] regret_avg: 106.6277 | regret_pref: 16.0000 | reward_optimal: 142.5954 | reward_pref: 35.9678 | reward_npref: -15.8343
[     235 points] regret_avg: 107.8550 | regret_pref: 16.0000 | reward_optimal: 147.5791 | reward_pref: 39.7241 | reward_npref: -15.0151
[     240 points] regret_avg: 107.8550 | regret_pref: 16.0000 | reward_optimal: 147.8612 | reward_pref: 40.0062 | reward_npref: -16.2322
[     245 points] regret_avg: 110.9003 | regret_pref: 17.0000 | reward_optimal: 151.8191 | reward_pref: 40.9187 | reward_npref: -14.8997
[     250 points] regret_avg: 111.5502 | regret_pref: 17.0000 | reward_optimal: 151.9644 | reward_pref: 40.4142 | reward_npref: -16.7177
[     255 points] regret_avg: 111.5502 | regret_pref: 17.0000 | reward_optimal: 154.5009 | reward_pref: 42.9507 | reward_npref: -15.5758
[     260 points] regret_avg: 115.0343 | regret_pref: 17.0000 | reward_optimal: 154.3025 | reward_pref: 39.2682 | reward_npref: -23.1090
[     265 points] regret_avg: 119.2009 | regret_pref: 17.0000 | reward_optimal: 154.4903 | reward_pref: 35.2894 | reward_npref: -30.6436
[     270 points] regret_avg: 124.0366 | regret_pref: 18.0000 | reward_optimal: 154.9830 | reward_pref: 30.9464 | reward_npref: -32.7286
[     275 points] regret_avg: 127.2838 | regret_pref: 19.0000 | reward_optimal: 155.2259 | reward_pref: 27.9422 | reward_npref: -33.2261
[     280 points] regret_avg: 127.2838 | regret_pref: 19.0000 | reward_optimal: 155.2429 | reward_pref: 27.9592 | reward_npref: -39.0078
[     285 points] regret_avg: 129.2652 | regret_pref: 19.0000 | reward_optimal: 163.2785 | reward_pref: 34.0133 | reward_npref: -34.4306
[     290 points] regret_avg: 135.6297 | regret_pref: 19.0000 | reward_optimal: 162.9200 | reward_pref: 27.2903 | reward_npref: -43.7144
[     295 points] regret_avg: 139.4734 | regret_pref: 19.0000 | reward_optimal: 162.5237 | reward_pref: 23.0503 | reward_npref: -56.6854
[     300 points] regret_avg: 140.1414 | regret_pref: 19.0000 | reward_optimal: 163.1758 | reward_pref: 23.0344 | reward_npref: -57.6490
[     305 points] regret_avg: 140.7976 | regret_pref: 19.0000 | reward_optimal: 168.5095 | reward_pref: 27.7118 | reward_npref: -56.4476
[     310 points] regret_avg: 140.7976 | regret_pref: 19.0000 | reward_optimal: 168.7348 | reward_pref: 27.9371 | reward_npref: -56.9092
[     315 points] regret_avg: 144.1591 | regret_pref: 19.0000 | reward_optimal: 182.2517 | reward_pref: 38.0926 | reward_npref: -50.9394
[     320 points] regret_avg: 145.4264 | regret_pref: 19.0000 | reward_optimal: 186.4524 | reward_pref: 41.0260 | reward_npref: -49.6671
[     325 points] regret_avg: 146.9137 | regret_pref: 19.0000 | reward_optimal: 186.7655 | reward_pref: 39.8517 | reward_npref: -51.1611
[     330 points] regret_avg: 149.3117 | regret_pref: 20.0000 | reward_optimal: 190.3476 | reward_pref: 41.0359 | reward_npref: -48.0106
[     335 points] regret_avg: 150.2838 | regret_pref: 21.0000 | reward_optimal: 191.8018 | reward_pref: 41.5179 | reward_npref: -46.9796
[     340 points] regret_avg: 151.7114 | regret_pref: 22.0000 | reward_optimal: 192.6878 | reward_pref: 40.9765 | reward_npref: -47.1235
[     345 points] regret_avg: 156.3368 | regret_pref: 23.0000 | reward_optimal: 192.9367 | reward_pref: 36.5999 | reward_npref: -49.4519
[     350 points] regret_avg: 157.2895 | regret_pref: 23.0000 | reward_optimal: 193.0933 | reward_pref: 35.8038 | reward_npref: -57.5605
[     355 points] regret_avg: 162.6151 | regret_pref: 23.0000 | reward_optimal: 202.6962 | reward_pref: 40.0811 | reward_npref: -55.0055
[     360 points] regret_avg: 162.8058 | regret_pref: 23.0000 | reward_optimal: 205.8468 | reward_pref: 43.0410 | reward_npref: -52.2357
[     365 points] regret_avg: 165.8454 | regret_pref: 23.0000 | reward_optimal: 212.0885 | reward_pref: 46.2430 | reward_npref: -50.9830
[     370 points] regret_avg: 169.6509 | regret_pref: 24.0000 | reward_optimal: 212.8281 | reward_pref: 43.1772 | reward_npref: -51.8364
[     375 points] regret_avg: 170.3084 | regret_pref: 24.0000 | reward_optimal: 216.4081 | reward_pref: 46.0998 | reward_npref: -51.0873
[     380 points] regret_avg: 171.1646 | regret_pref: 24.0000 | reward_optimal: 216.8861 | reward_pref: 45.7215 | reward_npref: -51.6288
[     385 points] regret_avg: 171.9021 | regret_pref: 24.0000 | reward_optimal: 222.8528 | reward_pref: 50.9507 | reward_npref: -48.5987
[     390 points] regret_avg: 181.4071 | regret_pref: 24.0000 | reward_optimal: 235.7109 | reward_pref: 54.3039 | reward_npref: -45.9975
[     395 points] regret_avg: 185.1082 | regret_pref: 25.0000 | reward_optimal: 235.9477 | reward_pref: 50.8395 | reward_npref: -48.8684
[     400 points] regret_avg: 186.0631 | regret_pref: 26.0000 | reward_optimal: 236.8654 | reward_pref: 50.8023 | reward_npref: -48.7113
[     405 points] regret_avg: 188.6354 | regret_pref: 26.0000 | reward_optimal: 250.6548 | reward_pref: 62.0194 | reward_npref: -45.1453
[     410 points] regret_avg: 196.2170 | regret_pref: 26.0000 | reward_optimal: 265.8749 | reward_pref: 69.6579 | reward_npref: -39.3943
[     415 points] regret_avg: 199.7497 | regret_pref: 27.0000 | reward_optimal: 266.1337 | reward_pref: 66.3839 | reward_npref: -39.9892
[     420 points] regret_avg: 200.5985 | regret_pref: 27.0000 | reward_optimal: 266.9419 | reward_pref: 66.3434 | reward_npref: -40.5181
[     425 points] regret_avg: 202.0068 | regret_pref: 27.0000 | reward_optimal: 267.2100 | reward_pref: 65.2033 | reward_npref: -46.9211
[     430 points] regret_avg: 202.0068 | regret_pref: 27.0000 | reward_optimal: 273.6564 | reward_pref: 71.6496 | reward_npref: -44.3797
[     435 points] regret_avg: 211.2873 | regret_pref: 28.0000 | reward_optimal: 284.1372 | reward_pref: 72.8499 | reward_npref: -41.6312
[     440 points] regret_avg: 211.2873 | regret_pref: 28.0000 | reward_optimal: 293.0634 | reward_pref: 81.7760 | reward_npref: -35.4546
[     445 points] regret_avg: 216.3278 | regret_pref: 28.0000 | reward_optimal: 306.5788 | reward_pref: 90.2511 | reward_npref: -29.4888
[     450 points] regret_avg: 222.3518 | regret_pref: 28.0000 | reward_optimal: 306.3429 | reward_pref: 83.9910 | reward_npref: -41.3194
[     455 points] regret_avg: 223.1398 | regret_pref: 29.0000 | reward_optimal: 307.0058 | reward_pref: 83.8660 | reward_npref: -41.3340
[     460 points] regret_avg: 234.9694 | regret_pref: 30.0000 | reward_optimal: 306.6062 | reward_pref: 71.6368 | reward_npref: -50.2846
[     465 points] regret_avg: 235.6515 | regret_pref: 31.0000 | reward_optimal: 307.6741 | reward_pref: 72.0226 | reward_npref: -49.5227
[     470 points] regret_avg: 240.7690 | regret_pref: 31.0000 | reward_optimal: 319.4687 | reward_pref: 78.6997 | reward_npref: -45.7355
[     475 points] regret_avg: 241.4899 | regret_pref: 31.0000 | reward_optimal: 319.7073 | reward_pref: 78.2174 | reward_npref: -46.6905
[     480 points] regret_avg: 243.5935 | regret_pref: 31.0000 | reward_optimal: 320.0702 | reward_pref: 76.4767 | reward_npref: -49.5094
[     485 points] regret_avg: 243.5935 | regret_pref: 31.0000 | reward_optimal: 335.7608 | reward_pref: 92.1673 | reward_npref: -48.3405
[     490 points] regret_avg: 247.7799 | regret_pref: 31.0000 | reward_optimal: 349.2175 | reward_pref: 101.4376 | reward_npref: -45.6910
[     495 points] regret_avg: 251.0004 | regret_pref: 31.0000 | reward_optimal: 357.9317 | reward_pref: 106.9313 | reward_npref: -44.2193
[     500 points] regret_avg: 252.3144 | regret_pref: 31.0000 | reward_optimal: 358.6730 | reward_pref: 106.3585 | reward_npref: -45.1082
[     505 points] regret_avg: 253.1608 | regret_pref: 32.0000 | reward_optimal: 361.0905 | reward_pref: 107.9297 | reward_npref: -42.8338
