[       5 points] regret_avg: 1.6011 | regret_pref: 1.0000 | reward_optimal: 3.0421 | reward_pref: 1.4410 | reward_npref: 2.1372
[      10 points] regret_avg: 4.5246 | regret_pref: 2.0000 | reward_optimal: 3.7944 | reward_pref: -0.7301 | reward_npref: 0.2727
[      15 points] regret_avg: 12.1471 | regret_pref: 3.0000 | reward_optimal: 3.9118 | reward_pref: -8.2353 | reward_npref: -6.5962
[      20 points] regret_avg: 12.9745 | regret_pref: 3.0000 | reward_optimal: 4.1822 | reward_pref: -8.7922 | reward_npref: -7.3750
[      25 points] regret_avg: 14.5692 | regret_pref: 4.0000 | reward_optimal: 4.6727 | reward_pref: -9.8965 | reward_npref: -7.5222
[      30 points] regret_avg: 19.3217 | regret_pref: 4.0000 | reward_optimal: 15.6542 | reward_pref: -3.6674 | reward_npref: -1.9673
[      35 points] regret_avg: 22.0746 | regret_pref: 4.0000 | reward_optimal: 15.7591 | reward_pref: -6.3155 | reward_npref: -10.8227
[      40 points] regret_avg: 22.1271 | regret_pref: 4.0000 | reward_optimal: 16.2276 | reward_pref: -5.8995 | reward_npref: -10.6213
[      45 points] regret_avg: 28.7399 | regret_pref: 4.0000 | reward_optimal: 16.0953 | reward_pref: -12.6447 | reward_npref: -21.9373
[      50 points] regret_avg: 28.7854 | regret_pref: 5.0000 | reward_optimal: 16.1325 | reward_pref: -12.6529 | reward_npref: -21.9401
[      55 points] regret_avg: 29.0298 | regret_pref: 5.0000 | reward_optimal: 18.1809 | reward_pref: -10.8489 | reward_npref: -20.2576
[      60 points] regret_avg: 30.4702 | regret_pref: 6.0000 | reward_optimal: 18.3180 | reward_pref: -12.1523 | reward_npref: -20.7241
[      65 points] regret_avg: 30.4702 | regret_pref: 6.0000 | reward_optimal: 25.8678 | reward_pref: -4.6024 | reward_npref: -16.4254
[      70 points] regret_avg: 30.4702 | regret_pref: 6.0000 | reward_optimal: 39.2715 | reward_pref: 8.8013 | reward_npref: -10.5121
[      75 points] regret_avg: 34.5181 | regret_pref: 6.0000 | reward_optimal: 39.2933 | reward_pref: 4.7752 | reward_npref: -17.3490
[      80 points] regret_avg: 35.0680 | regret_pref: 6.0000 | reward_optimal: 48.1701 | reward_pref: 13.1021 | reward_npref: -13.9317
[      85 points] regret_avg: 36.6244 | regret_pref: 6.0000 | reward_optimal: 60.6835 | reward_pref: 24.0591 | reward_npref: -4.5299
[      90 points] regret_avg: 37.0380 | regret_pref: 6.0000 | reward_optimal: 63.0247 | reward_pref: 25.9867 | reward_npref: -3.7596
[      95 points] regret_avg: 49.2594 | regret_pref: 7.0000 | reward_optimal: 62.8637 | reward_pref: 13.6043 | reward_npref: -9.1058
[     100 points] regret_avg: 59.6085 | regret_pref: 7.0000 | reward_optimal: 77.9945 | reward_pref: 18.3859 | reward_npref: -6.1739
[     105 points] regret_avg: 62.4501 | regret_pref: 7.0000 | reward_optimal: 77.6752 | reward_pref: 15.2251 | reward_npref: -16.8161
