[       5 points] regret_avg: 0.6793 | regret_pref: 0.0000 | reward_optimal: 0.3516 | reward_pref: -0.3277 | reward_npref: -0.4829
[      10 points] regret_avg: 1.4882 | regret_pref: 0.0000 | reward_optimal: 0.5012 | reward_pref: -0.9870 | reward_npref: -1.2685
[      15 points] regret_avg: 1.5671 | regret_pref: 0.0000 | reward_optimal: 0.9867 | reward_pref: -0.5804 | reward_npref: -1.0354
[      20 points] regret_avg: 1.9313 | regret_pref: 0.0000 | reward_optimal: 1.7639 | reward_pref: -0.1674 | reward_npref: -0.7277
[      25 points] regret_avg: 2.0971 | regret_pref: 0.0000 | reward_optimal: 2.0512 | reward_pref: -0.0459 | reward_npref: -0.8452
[      30 points] regret_avg: 2.5783 | regret_pref: 1.0000 | reward_optimal: 2.3986 | reward_pref: -0.1797 | reward_npref: -0.8050
[      35 points] regret_avg: 3.0188 | regret_pref: 1.0000 | reward_optimal: 2.8173 | reward_pref: -0.2015 | reward_npref: -0.8507
[      40 points] regret_avg: 3.1944 | regret_pref: 1.0000 | reward_optimal: 3.1611 | reward_pref: -0.0333 | reward_npref: -0.7009
[      45 points] regret_avg: 3.7497 | regret_pref: 2.0000 | reward_optimal: 3.6656 | reward_pref: -0.0842 | reward_npref: -0.4620
[      50 points] regret_avg: 4.1474 | regret_pref: 2.0000 | reward_optimal: 4.1839 | reward_pref: 0.0366 | reward_npref: -0.3743
[      55 points] regret_avg: 4.4055 | regret_pref: 3.0000 | reward_optimal: 4.4946 | reward_pref: 0.0891 | reward_npref: -0.0637
[      60 points] regret_avg: 4.4055 | regret_pref: 3.0000 | reward_optimal: 4.9309 | reward_pref: 0.5255 | reward_npref: 0.0151
[      65 points] regret_avg: 5.0245 | regret_pref: 3.0000 | reward_optimal: 6.0562 | reward_pref: 1.0317 | reward_npref: 0.3885
[      70 points] regret_avg: 5.2488 | regret_pref: 4.0000 | reward_optimal: 6.4632 | reward_pref: 1.2144 | reward_npref: 0.6021
[      75 points] regret_avg: 6.1319 | regret_pref: 5.0000 | reward_optimal: 6.7597 | reward_pref: 0.6278 | reward_npref: 0.1860
[      80 points] regret_avg: 6.1319 | regret_pref: 5.0000 | reward_optimal: 7.1653 | reward_pref: 1.0334 | reward_npref: 0.2205
[      85 points] regret_avg: 6.3328 | regret_pref: 5.0000 | reward_optimal: 7.4953 | reward_pref: 1.1625 | reward_npref: 0.1360
[      90 points] regret_avg: 6.5113 | regret_pref: 6.0000 | reward_optimal: 7.8318 | reward_pref: 1.3205 | reward_npref: 0.3073
[      95 points] regret_avg: 6.7454 | regret_pref: 6.0000 | reward_optimal: 8.3974 | reward_pref: 1.6519 | reward_npref: 0.6147
[     100 points] regret_avg: 7.1186 | regret_pref: 6.0000 | reward_optimal: 9.0832 | reward_pref: 1.9646 | reward_npref: 0.8990
[     105 points] regret_avg: 7.6361 | regret_pref: 6.0000 | reward_optimal: 9.6296 | reward_pref: 1.9935 | reward_npref: 0.8354
[     110 points] regret_avg: 8.5044 | regret_pref: 7.0000 | reward_optimal: 9.9991 | reward_pref: 1.4946 | reward_npref: 0.9676
[     115 points] regret_avg: 8.9290 | regret_pref: 8.0000 | reward_optimal: 10.3303 | reward_pref: 1.4014 | reward_npref: 0.9967
[     120 points] regret_avg: 9.5212 | regret_pref: 9.0000 | reward_optimal: 10.6541 | reward_pref: 1.1329 | reward_npref: 0.8558
[     125 points] regret_avg: 10.1775 | regret_pref: 9.0000 | reward_optimal: 11.1272 | reward_pref: 0.9497 | reward_npref: 0.4277
[     130 points] regret_avg: 10.8244 | regret_pref: 9.0000 | reward_optimal: 11.3721 | reward_pref: 0.5476 | reward_npref: -0.2772
[     135 points] regret_avg: 11.1693 | regret_pref: 10.0000 | reward_optimal: 11.7362 | reward_pref: 0.5669 | reward_npref: 0.0869
[     140 points] regret_avg: 11.4483 | regret_pref: 10.0000 | reward_optimal: 12.0330 | reward_pref: 0.5847 | reward_npref: 0.0548
[     145 points] regret_avg: 11.5620 | regret_pref: 10.0000 | reward_optimal: 12.4556 | reward_pref: 0.8936 | reward_npref: 0.2490
[     150 points] regret_avg: 12.0166 | regret_pref: 11.0000 | reward_optimal: 12.6502 | reward_pref: 0.6336 | reward_npref: 0.0966
[     155 points] regret_avg: 12.4135 | regret_pref: 11.0000 | reward_optimal: 13.2268 | reward_pref: 0.8133 | reward_npref: 0.2590
