[       5 points] regret_avg: 0.4661 | regret_pref: 1.0000 | reward_optimal: 1.9510 | reward_pref: 1.4850 | reward_npref: 1.6008
[      10 points] regret_avg: 1.0203 | regret_pref: 1.0000 | reward_optimal: 2.6276 | reward_pref: 1.6073 | reward_npref: -0.3560
[      15 points] regret_avg: 2.6801 | regret_pref: 1.0000 | reward_optimal: 11.5854 | reward_pref: 8.9052 | reward_npref: 3.1113
[      20 points] regret_avg: 3.4424 | regret_pref: 1.0000 | reward_optimal: 12.7807 | reward_pref: 9.3382 | reward_npref: 3.4414
[      25 points] regret_avg: 4.6441 | regret_pref: 2.0000 | reward_optimal: 13.1743 | reward_pref: 8.5302 | reward_npref: 3.5481
[      30 points] regret_avg: 9.0443 | regret_pref: 2.0000 | reward_optimal: 13.1808 | reward_pref: 4.1365 | reward_npref: -2.7959
[      35 points] regret_avg: 11.4418 | regret_pref: 2.0000 | reward_optimal: 13.4757 | reward_pref: 2.0339 | reward_npref: -6.2842
[      40 points] regret_avg: 17.4077 | regret_pref: 3.0000 | reward_optimal: 20.7261 | reward_pref: 3.3184 | reward_npref: 0.9662
[      45 points] regret_avg: 17.4077 | regret_pref: 3.0000 | reward_optimal: 21.5504 | reward_pref: 4.1427 | reward_npref: 0.6396
[      50 points] regret_avg: 17.4077 | regret_pref: 3.0000 | reward_optimal: 21.8370 | reward_pref: 4.4292 | reward_npref: 0.5677
[      55 points] regret_avg: 19.3938 | regret_pref: 4.0000 | reward_optimal: 22.6100 | reward_pref: 3.2162 | reward_npref: -0.1559
[      60 points] regret_avg: 22.6383 | regret_pref: 5.0000 | reward_optimal: 26.8838 | reward_pref: 4.2455 | reward_npref: 2.5584
[      65 points] regret_avg: 23.2791 | regret_pref: 5.0000 | reward_optimal: 30.4176 | reward_pref: 7.1385 | reward_npref: 3.4101
[      70 points] regret_avg: 23.3957 | regret_pref: 5.0000 | reward_optimal: 30.7095 | reward_pref: 7.3138 | reward_npref: 3.5234
[      75 points] regret_avg: 23.5812 | regret_pref: 6.0000 | reward_optimal: 31.0001 | reward_pref: 7.4189 | reward_npref: 3.8141
[      80 points] regret_avg: 34.1696 | regret_pref: 7.0000 | reward_optimal: 30.5419 | reward_pref: -3.6277 | reward_npref: -6.3779
[      85 points] regret_avg: 35.0878 | regret_pref: 7.0000 | reward_optimal: 30.8459 | reward_pref: -4.2420 | reward_npref: -7.6388
[      90 points] regret_avg: 37.7973 | regret_pref: 7.0000 | reward_optimal: 30.7825 | reward_pref: -7.0148 | reward_npref: -16.4053
[      95 points] regret_avg: 40.6669 | regret_pref: 7.0000 | reward_optimal: 37.4395 | reward_pref: -3.2274 | reward_npref: -13.4277
[     100 points] regret_avg: 40.6669 | regret_pref: 7.0000 | reward_optimal: 36.9802 | reward_pref: -3.6867 | reward_npref: -19.6104
[     105 points] regret_avg: 45.9234 | regret_pref: 7.0000 | reward_optimal: 51.0630 | reward_pref: 5.1396 | reward_npref: -17.6516
[     110 points] regret_avg: 48.7774 | regret_pref: 7.0000 | reward_optimal: 55.8473 | reward_pref: 7.0699 | reward_npref: -16.5856
[     115 points] regret_avg: 48.7774 | regret_pref: 7.0000 | reward_optimal: 68.7766 | reward_pref: 19.9992 | reward_npref: -13.9778
[     120 points] regret_avg: 49.3845 | regret_pref: 7.0000 | reward_optimal: 68.9829 | reward_pref: 19.5984 | reward_npref: -14.4590
[     125 points] regret_avg: 52.3071 | regret_pref: 8.0000 | reward_optimal: 72.5860 | reward_pref: 20.2789 | reward_npref: -11.7400
[     130 points] regret_avg: 52.3071 | regret_pref: 8.0000 | reward_optimal: 82.3742 | reward_pref: 30.0671 | reward_npref: -9.1420
[     135 points] regret_avg: 56.4220 | regret_pref: 9.0000 | reward_optimal: 82.8059 | reward_pref: 26.3839 | reward_npref: -10.6766
[     140 points] regret_avg: 56.4220 | regret_pref: 9.0000 | reward_optimal: 84.6825 | reward_pref: 28.2605 | reward_npref: -9.5946
[     145 points] regret_avg: 63.2485 | regret_pref: 9.0000 | reward_optimal: 84.4927 | reward_pref: 21.2443 | reward_npref: -17.4044
[     150 points] regret_avg: 70.0959 | regret_pref: 9.0000 | reward_optimal: 83.8948 | reward_pref: 13.7990 | reward_npref: -30.4835
[     155 points] regret_avg: 73.6233 | regret_pref: 9.0000 | reward_optimal: 98.0527 | reward_pref: 24.4294 | reward_npref: -28.5513
[     160 points] regret_avg: 76.2425 | regret_pref: 9.0000 | reward_optimal: 98.3239 | reward_pref: 22.0815 | reward_npref: -34.2461
[     165 points] regret_avg: 78.1333 | regret_pref: 9.0000 | reward_optimal: 102.2862 | reward_pref: 24.1530 | reward_npref: -32.6222
[     170 points] regret_avg: 78.7671 | regret_pref: 10.0000 | reward_optimal: 103.3826 | reward_pref: 24.6156 | reward_npref: -31.8882
[     175 points] regret_avg: 81.2291 | regret_pref: 11.0000 | reward_optimal: 103.6956 | reward_pref: 22.4665 | reward_npref: -33.7200
[     180 points] regret_avg: 83.3025 | regret_pref: 12.0000 | reward_optimal: 104.0926 | reward_pref: 20.7901 | reward_npref: -34.3465
[     185 points] regret_avg: 84.2427 | regret_pref: 13.0000 | reward_optimal: 105.5762 | reward_pref: 21.3335 | reward_npref: -33.6848
[     190 points] regret_avg: 85.1099 | regret_pref: 13.0000 | reward_optimal: 106.2628 | reward_pref: 21.1529 | reward_npref: -34.8082
[     195 points] regret_avg: 85.9606 | regret_pref: 13.0000 | reward_optimal: 106.9636 | reward_pref: 21.0030 | reward_npref: -35.6639
[     200 points] regret_avg: 90.3860 | regret_pref: 13.0000 | reward_optimal: 114.1969 | reward_pref: 23.8109 | reward_npref: -33.2832
[     205 points] regret_avg: 91.9997 | regret_pref: 13.0000 | reward_optimal: 114.8429 | reward_pref: 22.8433 | reward_npref: -34.4158
[     210 points] regret_avg: 92.6855 | regret_pref: 14.0000 | reward_optimal: 115.3777 | reward_pref: 22.6922 | reward_npref: -34.5036
[     215 points] regret_avg: 96.2780 | regret_pref: 14.0000 | reward_optimal: 125.0790 | reward_pref: 28.8010 | reward_npref: -33.1538
[     220 points] regret_avg: 96.3978 | regret_pref: 14.0000 | reward_optimal: 127.1136 | reward_pref: 30.7157 | reward_npref: -32.1586
[     225 points] regret_avg: 96.3978 | regret_pref: 14.0000 | reward_optimal: 128.7521 | reward_pref: 32.3543 | reward_npref: -31.2932
[     230 points] regret_avg: 98.9838 | regret_pref: 14.0000 | reward_optimal: 142.5954 | reward_pref: 43.6117 | reward_npref: -23.4782
[     235 points] regret_avg: 100.2111 | regret_pref: 14.0000 | reward_optimal: 147.5791 | reward_pref: 47.3680 | reward_npref: -22.6590
[     240 points] regret_avg: 100.2111 | regret_pref: 14.0000 | reward_optimal: 147.8612 | reward_pref: 47.6501 | reward_npref: -23.8761
[     245 points] regret_avg: 102.8365 | regret_pref: 14.0000 | reward_optimal: 151.8191 | reward_pref: 48.9825 | reward_npref: -22.9635
[     250 points] regret_avg: 104.7998 | regret_pref: 15.0000 | reward_optimal: 151.9644 | reward_pref: 47.1646 | reward_npref: -23.4681
[     255 points] regret_avg: 106.1945 | regret_pref: 16.0000 | reward_optimal: 154.5009 | reward_pref: 48.3064 | reward_npref: -20.9315
[     260 points] regret_avg: 109.6786 | regret_pref: 16.0000 | reward_optimal: 154.3025 | reward_pref: 44.6239 | reward_npref: -28.4647
[     265 points] regret_avg: 117.4009 | regret_pref: 17.0000 | reward_optimal: 154.4903 | reward_pref: 37.0893 | reward_npref: -32.4435
[     270 points] regret_avg: 119.9787 | regret_pref: 17.0000 | reward_optimal: 154.9830 | reward_pref: 35.0043 | reward_npref: -36.7865
[     275 points] regret_avg: 123.2259 | regret_pref: 18.0000 | reward_optimal: 155.2259 | reward_pref: 32.0001 | reward_npref: -37.2840
[     280 points] regret_avg: 123.2259 | regret_pref: 18.0000 | reward_optimal: 155.2429 | reward_pref: 32.0171 | reward_npref: -43.0657
[     285 points] regret_avg: 125.2073 | regret_pref: 18.0000 | reward_optimal: 163.2785 | reward_pref: 38.0712 | reward_npref: -38.4885
[     290 points] regret_avg: 131.5718 | regret_pref: 18.0000 | reward_optimal: 162.9200 | reward_pref: 31.3482 | reward_npref: -47.7723
[     295 points] regret_avg: 135.4155 | regret_pref: 18.0000 | reward_optimal: 162.5237 | reward_pref: 27.1082 | reward_npref: -60.7433
[     300 points] regret_avg: 136.0835 | regret_pref: 18.0000 | reward_optimal: 163.1758 | reward_pref: 27.0923 | reward_npref: -61.7069
[     305 points] regret_avg: 136.7397 | regret_pref: 18.0000 | reward_optimal: 168.5095 | reward_pref: 31.7698 | reward_npref: -60.5055
[     310 points] regret_avg: 136.7397 | regret_pref: 18.0000 | reward_optimal: 168.7348 | reward_pref: 31.9950 | reward_npref: -60.9671
[     315 points] regret_avg: 140.1012 | regret_pref: 18.0000 | reward_optimal: 182.2517 | reward_pref: 42.1505 | reward_npref: -54.9973
[     320 points] regret_avg: 141.3685 | regret_pref: 18.0000 | reward_optimal: 186.4524 | reward_pref: 45.0839 | reward_npref: -53.7250
[     325 points] regret_avg: 143.1756 | regret_pref: 19.0000 | reward_optimal: 186.7655 | reward_pref: 43.5898 | reward_npref: -54.8992
[     330 points] regret_avg: 145.5737 | regret_pref: 20.0000 | reward_optimal: 190.3476 | reward_pref: 44.7739 | reward_npref: -51.7487
[     335 points] regret_avg: 146.5458 | regret_pref: 21.0000 | reward_optimal: 191.8018 | reward_pref: 45.2560 | reward_npref: -50.7177
[     340 points] regret_avg: 147.9733 | regret_pref: 22.0000 | reward_optimal: 192.6878 | reward_pref: 44.7145 | reward_npref: -50.8615
[     345 points] regret_avg: 150.5507 | regret_pref: 22.0000 | reward_optimal: 192.9367 | reward_pref: 42.3861 | reward_npref: -55.2381
[     350 points] regret_avg: 151.5034 | regret_pref: 22.0000 | reward_optimal: 193.0933 | reward_pref: 41.5899 | reward_npref: -63.3466
[     355 points] regret_avg: 158.5513 | regret_pref: 23.0000 | reward_optimal: 202.6962 | reward_pref: 44.1449 | reward_npref: -59.0693
[     360 points] regret_avg: 158.7419 | regret_pref: 23.0000 | reward_optimal: 205.8468 | reward_pref: 47.1048 | reward_npref: -56.2995
[     365 points] regret_avg: 161.7816 | regret_pref: 23.0000 | reward_optimal: 212.0885 | reward_pref: 50.3069 | reward_npref: -55.0469
[     370 points] regret_avg: 163.3746 | regret_pref: 23.0000 | reward_optimal: 212.8281 | reward_pref: 49.4535 | reward_npref: -58.1127
[     375 points] regret_avg: 166.2055 | regret_pref: 24.0000 | reward_optimal: 216.4081 | reward_pref: 50.2026 | reward_npref: -55.1901
[     380 points] regret_avg: 167.2250 | regret_pref: 25.0000 | reward_optimal: 216.8861 | reward_pref: 49.6611 | reward_npref: -55.5684
[     385 points] regret_avg: 167.9625 | regret_pref: 25.0000 | reward_optimal: 222.8528 | reward_pref: 54.8903 | reward_npref: -52.5383
[     390 points] regret_avg: 177.4675 | regret_pref: 25.0000 | reward_optimal: 235.7109 | reward_pref: 58.2435 | reward_npref: -49.9371
[     395 points] regret_avg: 181.1686 | regret_pref: 26.0000 | reward_optimal: 235.9477 | reward_pref: 54.7790 | reward_npref: -52.8080
[     400 points] regret_avg: 182.1235 | regret_pref: 27.0000 | reward_optimal: 236.8654 | reward_pref: 54.7419 | reward_npref: -52.6509
[     405 points] regret_avg: 184.6958 | regret_pref: 27.0000 | reward_optimal: 250.6548 | reward_pref: 65.9590 | reward_npref: -49.0849
[     410 points] regret_avg: 192.2774 | regret_pref: 27.0000 | reward_optimal: 265.8749 | reward_pref: 73.5975 | reward_npref: -43.3339
[     415 points] regret_avg: 193.1311 | regret_pref: 27.0000 | reward_optimal: 266.1337 | reward_pref: 73.0026 | reward_npref: -46.6079
[     420 points] regret_avg: 194.4682 | regret_pref: 28.0000 | reward_optimal: 266.9419 | reward_pref: 72.4737 | reward_npref: -46.6484
[     425 points] regret_avg: 195.8765 | regret_pref: 28.0000 | reward_optimal: 267.2100 | reward_pref: 71.3335 | reward_npref: -53.0514
[     430 points] regret_avg: 195.8765 | regret_pref: 28.0000 | reward_optimal: 273.6564 | reward_pref: 77.7799 | reward_npref: -50.5100
[     435 points] regret_avg: 203.6088 | regret_pref: 28.0000 | reward_optimal: 284.1372 | reward_pref: 80.5284 | reward_npref: -49.3098
[     440 points] regret_avg: 206.3583 | regret_pref: 29.0000 | reward_optimal: 293.0634 | reward_pref: 86.7050 | reward_npref: -40.3836
[     445 points] regret_avg: 211.3988 | regret_pref: 29.0000 | reward_optimal: 306.5788 | reward_pref: 95.1801 | reward_npref: -34.4178
[     450 points] regret_avg: 222.9935 | regret_pref: 30.0000 | reward_optimal: 306.3429 | reward_pref: 83.3494 | reward_npref: -40.6778
[     455 points] regret_avg: 223.6710 | regret_pref: 30.0000 | reward_optimal: 307.0058 | reward_pref: 83.3348 | reward_npref: -40.8028
[     460 points] regret_avg: 235.5006 | regret_pref: 31.0000 | reward_optimal: 306.6062 | reward_pref: 71.1056 | reward_npref: -49.7534
[     465 points] regret_avg: 235.8067 | regret_pref: 31.0000 | reward_optimal: 307.6741 | reward_pref: 71.8674 | reward_npref: -49.3676
[     470 points] regret_avg: 240.9241 | regret_pref: 31.0000 | reward_optimal: 319.4687 | reward_pref: 78.5446 | reward_npref: -45.5804
[     475 points] regret_avg: 242.1177 | regret_pref: 32.0000 | reward_optimal: 319.7073 | reward_pref: 77.5896 | reward_npref: -46.0626
[     480 points] regret_avg: 245.2995 | regret_pref: 33.0000 | reward_optimal: 320.0702 | reward_pref: 74.7707 | reward_npref: -47.8034
[     485 points] regret_avg: 245.2995 | regret_pref: 33.0000 | reward_optimal: 335.7608 | reward_pref: 90.4613 | reward_npref: -46.6345
[     490 points] regret_avg: 249.4859 | regret_pref: 33.0000 | reward_optimal: 349.2175 | reward_pref: 99.7316 | reward_npref: -43.9850
[     495 points] regret_avg: 256.7283 | regret_pref: 34.0000 | reward_optimal: 357.9317 | reward_pref: 101.2033 | reward_npref: -38.4914
[     500 points] regret_avg: 258.0424 | regret_pref: 34.0000 | reward_optimal: 358.6730 | reward_pref: 100.6306 | reward_npref: -39.3802
[     505 points] regret_avg: 258.1855 | regret_pref: 34.0000 | reward_optimal: 361.0905 | reward_pref: 102.9050 | reward_npref: -37.8091
