[       5 points] regret_avg: 0.7084 | regret_pref: 0.0000 | reward_optimal: 0.1625 | reward_pref: -0.5458 | reward_npref: -4.9685
[      10 points] regret_avg: 2.2620 | regret_pref: 0.0000 | reward_optimal: 5.2640 | reward_pref: 3.0020 | reward_npref: -2.3384
[      15 points] regret_avg: 2.5389 | regret_pref: 1.0000 | reward_optimal: 6.2586 | reward_pref: 3.7197 | reward_npref: -1.3438
[      20 points] regret_avg: 3.8664 | regret_pref: 1.0000 | reward_optimal: 6.7036 | reward_pref: 2.8371 | reward_npref: -3.0976
[      25 points] regret_avg: 8.5303 | regret_pref: 1.0000 | reward_optimal: 16.1468 | reward_pref: 7.6165 | reward_npref: -1.8934
[      30 points] regret_avg: 10.8163 | regret_pref: 2.0000 | reward_optimal: 16.5586 | reward_pref: 5.7423 | reward_npref: -2.0958
[      35 points] regret_avg: 20.8021 | regret_pref: 2.0000 | reward_optimal: 16.2726 | reward_pref: -4.5295 | reward_npref: -13.8436
[      40 points] regret_avg: 22.2706 | regret_pref: 2.0000 | reward_optimal: 16.5352 | reward_pref: -5.7354 | reward_npref: -15.1650
[      45 points] regret_avg: 26.2631 | regret_pref: 2.0000 | reward_optimal: 29.3985 | reward_pref: 3.1354 | reward_npref: -11.8159
[      50 points] regret_avg: 31.6427 | regret_pref: 2.0000 | reward_optimal: 29.5585 | reward_pref: -2.0843 | reward_npref: -19.4180
[      55 points] regret_avg: 33.9684 | regret_pref: 2.0000 | reward_optimal: 35.9056 | reward_pref: 1.9373 | reward_npref: -16.9095
[      60 points] regret_avg: 36.6183 | regret_pref: 2.0000 | reward_optimal: 36.6227 | reward_pref: 0.0044 | reward_npref: -19.0010
[      65 points] regret_avg: 37.2045 | regret_pref: 3.0000 | reward_optimal: 37.6540 | reward_pref: 0.4495 | reward_npref: -18.3310
[      70 points] regret_avg: 38.7301 | regret_pref: 3.0000 | reward_optimal: 38.0101 | reward_pref: -0.7200 | reward_npref: -20.3809
[      75 points] regret_avg: 42.4021 | regret_pref: 4.0000 | reward_optimal: 42.7110 | reward_pref: 0.3088 | reward_npref: -19.1941
[      80 points] regret_avg: 42.5155 | regret_pref: 4.0000 | reward_optimal: 43.3658 | reward_pref: 0.8503 | reward_npref: -18.9244
[      85 points] regret_avg: 43.9299 | regret_pref: 5.0000 | reward_optimal: 45.3816 | reward_pref: 1.4518 | reward_npref: -16.9085
[      90 points] regret_avg: 49.3783 | regret_pref: 6.0000 | reward_optimal: 45.8026 | reward_pref: -3.5757 | reward_npref: -20.9894
[      95 points] regret_avg: 49.3783 | regret_pref: 6.0000 | reward_optimal: 57.2259 | reward_pref: 7.8477 | reward_npref: -15.9131
[     100 points] regret_avg: 50.4592 | regret_pref: 6.0000 | reward_optimal: 61.6765 | reward_pref: 11.2173 | reward_npref: -14.3652
[     105 points] regret_avg: 54.5986 | regret_pref: 6.0000 | reward_optimal: 62.1529 | reward_pref: 7.5542 | reward_npref: -20.5763
[     110 points] regret_avg: 55.5866 | regret_pref: 7.0000 | reward_optimal: 62.4824 | reward_pref: 6.8958 | reward_npref: -21.0974
[     115 points] regret_avg: 56.9534 | regret_pref: 7.0000 | reward_optimal: 62.6385 | reward_pref: 5.6851 | reward_npref: -28.6342
[     120 points] regret_avg: 57.8279 | regret_pref: 8.0000 | reward_optimal: 63.7932 | reward_pref: 5.9653 | reward_npref: -27.7581
[     125 points] regret_avg: 60.9879 | regret_pref: 8.0000 | reward_optimal: 64.4231 | reward_pref: 3.4351 | reward_npref: -31.2580
[     130 points] regret_avg: 62.9366 | regret_pref: 8.0000 | reward_optimal: 64.3211 | reward_pref: 1.3845 | reward_npref: -41.0390
[     135 points] regret_avg: 62.9366 | regret_pref: 8.0000 | reward_optimal: 74.9619 | reward_pref: 12.0253 | reward_npref: -36.9416
[     140 points] regret_avg: 64.3844 | regret_pref: 9.0000 | reward_optimal: 78.0383 | reward_pref: 13.6539 | reward_npref: -35.1379
[     145 points] regret_avg: 68.5838 | regret_pref: 9.0000 | reward_optimal: 78.3376 | reward_pref: 9.7537 | reward_npref: -42.1716
[     150 points] regret_avg: 70.0733 | regret_pref: 9.0000 | reward_optimal: 78.3831 | reward_pref: 8.3098 | reward_npref: -46.4749
[     155 points] regret_avg: 70.7486 | regret_pref: 9.0000 | reward_optimal: 83.8890 | reward_pref: 13.1405 | reward_npref: -42.3172
[     160 points] regret_avg: 72.9767 | regret_pref: 9.0000 | reward_optimal: 92.9003 | reward_pref: 19.9236 | reward_npref: -37.7482
[     165 points] regret_avg: 76.4779 | regret_pref: 10.0000 | reward_optimal: 99.3127 | reward_pref: 22.8348 | reward_npref: -32.1220
[     170 points] regret_avg: 77.1534 | regret_pref: 11.0000 | reward_optimal: 99.6099 | reward_pref: 22.4565 | reward_npref: -32.3775
[     175 points] regret_avg: 78.3443 | regret_pref: 12.0000 | reward_optimal: 101.5210 | reward_pref: 23.1767 | reward_npref: -31.0168
[     180 points] regret_avg: 79.5161 | regret_pref: 12.0000 | reward_optimal: 101.6589 | reward_pref: 22.1428 | reward_npref: -34.6009
[     185 points] regret_avg: 88.9478 | regret_pref: 13.0000 | reward_optimal: 101.5888 | reward_pref: 12.6410 | reward_npref: -42.7318
[     190 points] regret_avg: 90.5336 | regret_pref: 13.0000 | reward_optimal: 114.3561 | reward_pref: 23.8225 | reward_npref: -33.9253
[     195 points] regret_avg: 94.2028 | regret_pref: 13.0000 | reward_optimal: 114.1183 | reward_pref: 19.9155 | reward_npref: -45.9485
[     200 points] regret_avg: 97.3157 | regret_pref: 13.0000 | reward_optimal: 114.0512 | reward_pref: 16.7355 | reward_npref: -52.4862
[     205 points] regret_avg: 98.8186 | regret_pref: 13.0000 | reward_optimal: 114.2626 | reward_pref: 15.4440 | reward_npref: -54.9327
[     210 points] regret_avg: 99.7593 | regret_pref: 13.0000 | reward_optimal: 129.3578 | reward_pref: 29.5984 | reward_npref: -48.2899
[     215 points] regret_avg: 101.4122 | regret_pref: 13.0000 | reward_optimal: 129.1794 | reward_pref: 27.7672 | reward_npref: -52.8714
[     220 points] regret_avg: 102.2750 | regret_pref: 13.0000 | reward_optimal: 129.4755 | reward_pref: 27.2005 | reward_npref: -53.6661
[     225 points] regret_avg: 105.3663 | regret_pref: 13.0000 | reward_optimal: 128.7222 | reward_pref: 23.3558 | reward_npref: -68.2766
[     230 points] regret_avg: 108.8342 | regret_pref: 13.0000 | reward_optimal: 129.0799 | reward_pref: 20.2456 | reward_npref: -71.6147
[     235 points] regret_avg: 109.3749 | regret_pref: 13.0000 | reward_optimal: 129.5129 | reward_pref: 20.1379 | reward_npref: -72.3170
[     240 points] regret_avg: 113.7014 | regret_pref: 13.0000 | reward_optimal: 129.6977 | reward_pref: 15.9963 | reward_npref: -80.1578
[     245 points] regret_avg: 113.9037 | regret_pref: 13.0000 | reward_optimal: 130.5437 | reward_pref: 16.6400 | reward_npref: -79.8478
[     250 points] regret_avg: 114.4930 | regret_pref: 13.0000 | reward_optimal: 132.9837 | reward_pref: 18.4907 | reward_npref: -78.8515
[     255 points] regret_avg: 119.8323 | regret_pref: 14.0000 | reward_optimal: 141.6496 | reward_pref: 21.8173 | reward_npref: -73.9362
[     260 points] regret_avg: 120.5314 | regret_pref: 14.0000 | reward_optimal: 142.5485 | reward_pref: 22.0170 | reward_npref: -74.1188
[     265 points] regret_avg: 123.1279 | regret_pref: 14.0000 | reward_optimal: 149.5741 | reward_pref: 26.4463 | reward_npref: -73.0550
[     270 points] regret_avg: 124.1142 | regret_pref: 15.0000 | reward_optimal: 151.1696 | reward_pref: 27.0554 | reward_npref: -71.6504
[     275 points] regret_avg: 124.9556 | regret_pref: 15.0000 | reward_optimal: 152.0820 | reward_pref: 27.1264 | reward_npref: -71.5833
[     280 points] regret_avg: 130.4859 | regret_pref: 16.0000 | reward_optimal: 151.7509 | reward_pref: 21.2650 | reward_npref: -73.9547
[     285 points] regret_avg: 132.3125 | regret_pref: 16.0000 | reward_optimal: 151.6968 | reward_pref: 19.3844 | reward_npref: -79.4620
[     290 points] regret_avg: 135.6829 | regret_pref: 17.0000 | reward_optimal: 151.8491 | reward_pref: 16.1663 | reward_npref: -81.5090
[     295 points] regret_avg: 149.4876 | regret_pref: 18.0000 | reward_optimal: 167.6851 | reward_pref: 18.1975 | reward_npref: -70.6167
[     300 points] regret_avg: 149.6797 | regret_pref: 18.0000 | reward_optimal: 169.2727 | reward_pref: 19.5930 | reward_npref: -69.6015
[     305 points] regret_avg: 150.5471 | regret_pref: 18.0000 | reward_optimal: 183.2125 | reward_pref: 32.6655 | reward_npref: -62.5863
[     310 points] regret_avg: 157.0224 | regret_pref: 19.0000 | reward_optimal: 183.3477 | reward_pref: 26.3253 | reward_npref: -64.3953
[     315 points] regret_avg: 169.4268 | regret_pref: 20.0000 | reward_optimal: 183.1679 | reward_pref: 13.7412 | reward_npref: -72.2233
[     320 points] regret_avg: 169.8262 | regret_pref: 21.0000 | reward_optimal: 183.8800 | reward_pref: 14.0539 | reward_npref: -71.6134
[     325 points] regret_avg: 170.5429 | regret_pref: 22.0000 | reward_optimal: 184.8699 | reward_pref: 14.3270 | reward_npref: -71.3310
[     330 points] regret_avg: 174.9636 | regret_pref: 23.0000 | reward_optimal: 184.9928 | reward_pref: 10.0291 | reward_npref: -75.1872
[     335 points] regret_avg: 177.6217 | regret_pref: 24.0000 | reward_optimal: 185.7659 | reward_pref: 8.1443 | reward_npref: -76.4359
[     340 points] regret_avg: 185.7791 | regret_pref: 25.0000 | reward_optimal: 195.0827 | reward_pref: 9.3037 | reward_npref: -74.9861
[     345 points] regret_avg: 185.7791 | regret_pref: 25.0000 | reward_optimal: 194.3717 | reward_pref: 8.5926 | reward_npref: -80.6583
[     350 points] regret_avg: 186.1041 | regret_pref: 25.0000 | reward_optimal: 194.9067 | reward_pref: 8.8026 | reward_npref: -80.4735
[     355 points] regret_avg: 186.7635 | regret_pref: 25.0000 | reward_optimal: 195.2176 | reward_pref: 8.4541 | reward_npref: -83.0803
[     360 points] regret_avg: 189.9848 | regret_pref: 25.0000 | reward_optimal: 195.7099 | reward_pref: 5.7251 | reward_npref: -87.0727
[     365 points] regret_avg: 198.8511 | regret_pref: 26.0000 | reward_optimal: 208.7576 | reward_pref: 9.9065 | reward_npref: -81.2978
[     370 points] regret_avg: 205.4982 | regret_pref: 27.0000 | reward_optimal: 216.5553 | reward_pref: 11.0571 | reward_npref: -78.2783
[     375 points] regret_avg: 217.9823 | regret_pref: 28.0000 | reward_optimal: 216.0811 | reward_pref: -1.9012 | reward_npref: -88.6332
[     380 points] regret_avg: 219.0715 | regret_pref: 29.0000 | reward_optimal: 217.6978 | reward_pref: -1.3737 | reward_npref: -87.1122
[     385 points] regret_avg: 219.6413 | regret_pref: 29.0000 | reward_optimal: 218.3231 | reward_pref: -1.3182 | reward_npref: -87.3804
[     390 points] regret_avg: 229.3746 | regret_pref: 30.0000 | reward_optimal: 218.2769 | reward_pref: -11.0977 | reward_npref: -96.5442
[     395 points] regret_avg: 231.0649 | regret_pref: 30.0000 | reward_optimal: 218.4809 | reward_pref: -12.5840 | reward_npref: -103.4729
[     400 points] regret_avg: 231.8032 | regret_pref: 30.0000 | reward_optimal: 219.1934 | reward_pref: -12.6098 | reward_npref: -103.8771
[     405 points] regret_avg: 233.0821 | regret_pref: 31.0000 | reward_optimal: 221.5874 | reward_pref: -11.4947 | reward_npref: -102.3451
[     410 points] regret_avg: 238.7537 | regret_pref: 32.0000 | reward_optimal: 222.1421 | reward_pref: -16.6116 | reward_npref: -105.9548
[     415 points] regret_avg: 244.2522 | regret_pref: 33.0000 | reward_optimal: 231.1067 | reward_pref: -13.1455 | reward_npref: -96.9902
[     420 points] regret_avg: 245.7119 | regret_pref: 33.0000 | reward_optimal: 231.7991 | reward_pref: -13.9129 | reward_npref: -100.9440
[     425 points] regret_avg: 250.7456 | regret_pref: 34.0000 | reward_optimal: 242.0108 | reward_pref: -8.7348 | reward_npref: -94.5147
[     430 points] regret_avg: 255.5255 | regret_pref: 35.0000 | reward_optimal: 250.6411 | reward_pref: -4.8843 | reward_npref: -89.6110
[     435 points] regret_avg: 262.7463 | regret_pref: 36.0000 | reward_optimal: 259.7334 | reward_pref: -3.0129 | reward_npref: -81.6466
[     440 points] regret_avg: 263.4030 | regret_pref: 36.0000 | reward_optimal: 263.3530 | reward_pref: -0.0500 | reward_npref: -79.1178
[     445 points] regret_avg: 264.7415 | regret_pref: 37.0000 | reward_optimal: 264.2329 | reward_pref: -0.5086 | reward_npref: -79.4168
[     450 points] regret_avg: 266.4804 | regret_pref: 37.0000 | reward_optimal: 264.8694 | reward_pref: -1.6110 | reward_npref: -80.9688
[     455 points] regret_avg: 274.5838 | regret_pref: 38.0000 | reward_optimal: 264.8439 | reward_pref: -9.7399 | reward_npref: -82.5332
[     460 points] regret_avg: 278.1699 | regret_pref: 39.0000 | reward_optimal: 265.4569 | reward_pref: -12.7130 | reward_npref: -83.9114
[     465 points] regret_avg: 284.8003 | regret_pref: 40.0000 | reward_optimal: 273.3755 | reward_pref: -11.4248 | reward_npref: -82.1706
[     470 points] regret_avg: 286.6402 | regret_pref: 41.0000 | reward_optimal: 277.2035 | reward_pref: -9.4367 | reward_npref: -79.5009
[     475 points] regret_avg: 287.8668 | regret_pref: 41.0000 | reward_optimal: 283.8572 | reward_pref: -4.0097 | reward_npref: -77.9958
[     480 points] regret_avg: 293.8577 | regret_pref: 41.0000 | reward_optimal: 299.8407 | reward_pref: 5.9830 | reward_npref: -76.9480
[     485 points] regret_avg: 295.5367 | regret_pref: 41.0000 | reward_optimal: 299.9197 | reward_pref: 4.3830 | reward_npref: -83.5939
[     490 points] regret_avg: 297.3577 | regret_pref: 41.0000 | reward_optimal: 299.9564 | reward_pref: 2.5987 | reward_npref: -94.3292
[     495 points] regret_avg: 300.2466 | regret_pref: 42.0000 | reward_optimal: 300.2278 | reward_pref: -0.0189 | reward_npref: -95.9031
[     500 points] regret_avg: 301.0978 | regret_pref: 42.0000 | reward_optimal: 302.2529 | reward_pref: 1.1551 | reward_npref: -95.4243
[     505 points] regret_avg: 301.0978 | regret_pref: 42.0000 | reward_optimal: 303.5806 | reward_pref: 2.4828 | reward_npref: -94.7289
[     510 points] regret_avg: 303.2636 | regret_pref: 42.0000 | reward_optimal: 303.9983 | reward_pref: 0.7347 | reward_npref: -97.2859
[     515 points] regret_avg: 304.8871 | regret_pref: 43.0000 | reward_optimal: 306.8164 | reward_pref: 1.9293 | reward_npref: -95.7866
[     520 points] regret_avg: 307.4852 | regret_pref: 43.0000 | reward_optimal: 320.7420 | reward_pref: 13.2568 | reward_npref: -86.1892
[     525 points] regret_avg: 311.5128 | regret_pref: 43.0000 | reward_optimal: 328.9580 | reward_pref: 17.4452 | reward_npref: -84.7399
[     530 points] regret_avg: 312.9471 | regret_pref: 44.0000 | reward_optimal: 329.9096 | reward_pref: 16.9626 | reward_npref: -84.9273
[     535 points] regret_avg: 313.0844 | regret_pref: 45.0000 | reward_optimal: 330.0535 | reward_pref: 16.9691 | reward_npref: -84.7835
[     540 points] regret_avg: 318.7312 | regret_pref: 45.0000 | reward_optimal: 329.6664 | reward_pref: 10.9353 | reward_npref: -98.7030
[     545 points] regret_avg: 321.6011 | regret_pref: 46.0000 | reward_optimal: 345.0008 | reward_pref: 23.3997 | reward_npref: -85.2821
[     550 points] regret_avg: 331.6560 | regret_pref: 47.0000 | reward_optimal: 356.7711 | reward_pref: 25.1151 | reward_npref: -78.6236
[     555 points] regret_avg: 333.4831 | regret_pref: 47.0000 | reward_optimal: 357.5131 | reward_pref: 24.0300 | reward_npref: -79.8706
[     560 points] regret_avg: 346.5506 | regret_pref: 48.0000 | reward_optimal: 357.0330 | reward_pref: 10.4824 | reward_npref: -80.3507
[     565 points] regret_avg: 347.3314 | regret_pref: 49.0000 | reward_optimal: 358.4869 | reward_pref: 11.1555 | reward_npref: -79.2278
