[       5 points] regret_avg: 0.5112 | regret_pref: 0.0000 | reward_optimal: 0.4563 | reward_pref: -0.0549 | reward_npref: -0.1496
[      10 points] regret_avg: 1.0011 | regret_pref: 1.0000 | reward_optimal: 0.8301 | reward_pref: -0.1710 | reward_npref: -0.2428
[      15 points] regret_avg: 1.5208 | regret_pref: 2.0000 | reward_optimal: 1.2845 | reward_pref: -0.2363 | reward_npref: -0.2960
[      20 points] regret_avg: 1.8840 | regret_pref: 2.0000 | reward_optimal: 1.5027 | reward_pref: -0.3813 | reward_npref: -0.5137
[      25 points] regret_avg: 2.0139 | regret_pref: 2.0000 | reward_optimal: 1.9018 | reward_pref: -0.1121 | reward_npref: -0.3188
[      30 points] regret_avg: 2.3517 | regret_pref: 2.0000 | reward_optimal: 2.7413 | reward_pref: 0.3896 | reward_npref: 0.1372
[      35 points] regret_avg: 2.7147 | regret_pref: 2.0000 | reward_optimal: 3.1737 | reward_pref: 0.4590 | reward_npref: 0.1075
[      40 points] regret_avg: 3.2724 | regret_pref: 3.0000 | reward_optimal: 3.4392 | reward_pref: 0.1668 | reward_npref: 0.0901
[      45 points] regret_avg: 3.9544 | regret_pref: 3.0000 | reward_optimal: 3.7420 | reward_pref: -0.2123 | reward_npref: -0.5832
[      50 points] regret_avg: 4.0779 | regret_pref: 3.0000 | reward_optimal: 4.2527 | reward_pref: 0.1749 | reward_npref: -0.3171
[      55 points] regret_avg: 4.6646 | regret_pref: 4.0000 | reward_optimal: 4.5917 | reward_pref: -0.0729 | reward_npref: -0.5434
[      60 points] regret_avg: 4.8894 | regret_pref: 5.0000 | reward_optimal: 4.8764 | reward_pref: -0.0130 | reward_npref: -0.4055
[      65 points] regret_avg: 5.0842 | regret_pref: 5.0000 | reward_optimal: 5.3748 | reward_pref: 0.2906 | reward_npref: -0.1982
[      70 points] regret_avg: 5.0842 | regret_pref: 5.0000 | reward_optimal: 6.2885 | reward_pref: 1.2043 | reward_npref: 0.2411
[      75 points] regret_avg: 5.6063 | regret_pref: 5.0000 | reward_optimal: 6.4877 | reward_pref: 0.8815 | reward_npref: -0.3432
[      80 points] regret_avg: 6.0599 | regret_pref: 6.0000 | reward_optimal: 6.8518 | reward_pref: 0.7919 | reward_npref: -0.3269
[      85 points] regret_avg: 6.1207 | regret_pref: 6.0000 | reward_optimal: 7.3724 | reward_pref: 1.2517 | reward_npref: 0.0727
[      90 points] regret_avg: 6.5182 | regret_pref: 7.0000 | reward_optimal: 7.9692 | reward_pref: 1.4510 | reward_npref: 0.3890
[      95 points] regret_avg: 6.8373 | regret_pref: 8.0000 | reward_optimal: 8.3156 | reward_pref: 1.4783 | reward_npref: 0.4409
[     100 points] regret_avg: 7.1675 | regret_pref: 8.0000 | reward_optimal: 8.8486 | reward_pref: 1.6811 | reward_npref: 0.6054
[     105 points] regret_avg: 7.5085 | regret_pref: 8.0000 | reward_optimal: 9.1440 | reward_pref: 1.6355 | reward_npref: 0.2162
[     110 points] regret_avg: 7.7705 | regret_pref: 8.0000 | reward_optimal: 9.8063 | reward_pref: 2.0357 | reward_npref: 0.4579
[     115 points] regret_avg: 8.0211 | regret_pref: 9.0000 | reward_optimal: 10.2481 | reward_pref: 2.2270 | reward_npref: 0.7028
[     120 points] regret_avg: 8.2843 | regret_pref: 9.0000 | reward_optimal: 10.7056 | reward_pref: 2.4213 | reward_npref: 0.8871
[     125 points] regret_avg: 8.6955 | regret_pref: 9.0000 | reward_optimal: 11.2045 | reward_pref: 2.5090 | reward_npref: 0.8906
[     130 points] regret_avg: 8.6955 | regret_pref: 9.0000 | reward_optimal: 11.7062 | reward_pref: 3.0106 | reward_npref: 1.2070
[     135 points] regret_avg: 8.6955 | regret_pref: 9.0000 | reward_optimal: 12.0637 | reward_pref: 3.3682 | reward_npref: 1.5444
[     140 points] regret_avg: 9.0631 | regret_pref: 10.0000 | reward_optimal: 12.2807 | reward_pref: 3.2176 | reward_npref: 1.4625
[     145 points] regret_avg: 9.6066 | regret_pref: 11.0000 | reward_optimal: 12.6510 | reward_pref: 3.0444 | reward_npref: 1.4040
[     150 points] regret_avg: 9.8310 | regret_pref: 11.0000 | reward_optimal: 13.2166 | reward_pref: 3.3856 | reward_npref: 1.6240
[     155 points] regret_avg: 10.3210 | regret_pref: 12.0000 | reward_optimal: 13.7630 | reward_pref: 3.4420 | reward_npref: 1.8883
[     160 points] regret_avg: 10.7061 | regret_pref: 12.0000 | reward_optimal: 14.2415 | reward_pref: 3.5354 | reward_npref: 1.9769
[     165 points] regret_avg: 10.8842 | regret_pref: 12.0000 | reward_optimal: 14.5775 | reward_pref: 3.6933 | reward_npref: 2.1180
[     170 points] regret_avg: 11.1352 | regret_pref: 12.0000 | reward_optimal: 15.4329 | reward_pref: 4.2977 | reward_npref: 2.4875
[     175 points] regret_avg: 11.7536 | regret_pref: 13.0000 | reward_optimal: 15.9456 | reward_pref: 4.1920 | reward_npref: 3.0003
[     180 points] regret_avg: 11.9718 | regret_pref: 13.0000 | reward_optimal: 16.5154 | reward_pref: 4.5437 | reward_npref: 3.2726
[     185 points] regret_avg: 12.3734 | regret_pref: 14.0000 | reward_optimal: 16.9735 | reward_pref: 4.6001 | reward_npref: 3.4997
[     190 points] regret_avg: 12.7244 | regret_pref: 15.0000 | reward_optimal: 17.3504 | reward_pref: 4.6260 | reward_npref: 3.5979
[     195 points] regret_avg: 13.0371 | regret_pref: 15.0000 | reward_optimal: 17.8141 | reward_pref: 4.7769 | reward_npref: 3.7384
[     200 points] regret_avg: 13.0371 | regret_pref: 15.0000 | reward_optimal: 18.6332 | reward_pref: 5.5960 | reward_npref: 4.1319
[     205 points] regret_avg: 13.3091 | regret_pref: 15.0000 | reward_optimal: 19.0453 | reward_pref: 5.7362 | reward_npref: 3.7382
[     210 points] regret_avg: 13.4226 | regret_pref: 15.0000 | reward_optimal: 19.4597 | reward_pref: 6.0372 | reward_npref: 3.9768
[     215 points] regret_avg: 13.6533 | regret_pref: 15.0000 | reward_optimal: 19.9685 | reward_pref: 6.3153 | reward_npref: 4.2202
[     220 points] regret_avg: 13.6533 | regret_pref: 15.0000 | reward_optimal: 20.4419 | reward_pref: 6.7887 | reward_npref: 4.3260
[     225 points] regret_avg: 14.2217 | regret_pref: 15.0000 | reward_optimal: 20.8203 | reward_pref: 6.5986 | reward_npref: 3.9719
[     230 points] regret_avg: 14.4534 | regret_pref: 16.0000 | reward_optimal: 21.1521 | reward_pref: 6.6988 | reward_npref: 4.3038
[     235 points] regret_avg: 14.6220 | regret_pref: 16.0000 | reward_optimal: 21.4484 | reward_pref: 6.8264 | reward_npref: 4.2976
[     240 points] regret_avg: 14.9602 | regret_pref: 17.0000 | reward_optimal: 21.9174 | reward_pref: 6.9572 | reward_npref: 4.4423
[     245 points] regret_avg: 15.4307 | regret_pref: 17.0000 | reward_optimal: 22.4371 | reward_pref: 7.0063 | reward_npref: 4.4755
[     250 points] regret_avg: 15.6468 | regret_pref: 17.0000 | reward_optimal: 22.7187 | reward_pref: 7.0719 | reward_npref: 4.4271
[     255 points] regret_avg: 16.1759 | regret_pref: 17.0000 | reward_optimal: 23.2681 | reward_pref: 7.0922 | reward_npref: 4.4317
[     260 points] regret_avg: 16.6548 | regret_pref: 17.0000 | reward_optimal: 23.6012 | reward_pref: 6.9464 | reward_npref: 4.0114
