[       5 points] regret_avg: 0.7084 | regret_pref: 0.0000 | reward_optimal: 0.1625 | reward_pref: -0.5458 | reward_npref: -4.9685
[      10 points] regret_avg: 2.2620 | regret_pref: 0.0000 | reward_optimal: 5.2640 | reward_pref: 3.0020 | reward_npref: -2.3384
[      15 points] regret_avg: 2.5389 | regret_pref: 1.0000 | reward_optimal: 6.2586 | reward_pref: 3.7197 | reward_npref: -1.3438
[      20 points] regret_avg: 3.8664 | regret_pref: 1.0000 | reward_optimal: 6.7036 | reward_pref: 2.8371 | reward_npref: -3.0976
[      25 points] regret_avg: 8.5303 | regret_pref: 1.0000 | reward_optimal: 16.1468 | reward_pref: 7.6165 | reward_npref: -1.8934
[      30 points] regret_avg: 9.1444 | regret_pref: 1.0000 | reward_optimal: 16.5586 | reward_pref: 7.4142 | reward_npref: -3.7677
[      35 points] regret_avg: 19.1302 | regret_pref: 1.0000 | reward_optimal: 16.2726 | reward_pref: -2.8576 | reward_npref: -15.5155
[      40 points] regret_avg: 20.7143 | regret_pref: 2.0000 | reward_optimal: 16.5352 | reward_pref: -4.1791 | reward_npref: -16.7214
[      45 points] regret_avg: 24.7068 | regret_pref: 2.0000 | reward_optimal: 29.3985 | reward_pref: 4.6917 | reward_npref: -13.3722
[      50 points] regret_avg: 30.0864 | regret_pref: 2.0000 | reward_optimal: 29.5585 | reward_pref: -0.5280 | reward_npref: -20.9743
[      55 points] regret_avg: 32.4120 | regret_pref: 2.0000 | reward_optimal: 35.9056 | reward_pref: 3.4936 | reward_npref: -18.4658
[      60 points] regret_avg: 35.0620 | regret_pref: 2.0000 | reward_optimal: 36.6227 | reward_pref: 1.5608 | reward_npref: -20.5573
[      65 points] regret_avg: 35.6481 | regret_pref: 3.0000 | reward_optimal: 37.6540 | reward_pref: 2.0058 | reward_npref: -19.8874
[      70 points] regret_avg: 37.1737 | regret_pref: 3.0000 | reward_optimal: 38.0101 | reward_pref: 0.8363 | reward_npref: -21.9373
[      75 points] regret_avg: 40.8458 | regret_pref: 4.0000 | reward_optimal: 42.7110 | reward_pref: 1.8652 | reward_npref: -20.7505
[      80 points] regret_avg: 41.2308 | regret_pref: 5.0000 | reward_optimal: 43.3658 | reward_pref: 2.1349 | reward_npref: -20.2090
[      85 points] regret_avg: 41.2308 | regret_pref: 5.0000 | reward_optimal: 45.3816 | reward_pref: 4.1508 | reward_npref: -19.6075
[      90 points] regret_avg: 45.7327 | regret_pref: 5.0000 | reward_optimal: 45.8026 | reward_pref: 0.0699 | reward_npref: -24.6350
[      95 points] regret_avg: 45.7327 | regret_pref: 5.0000 | reward_optimal: 57.2259 | reward_pref: 11.4933 | reward_npref: -19.5587
[     100 points] regret_avg: 46.8136 | regret_pref: 5.0000 | reward_optimal: 61.6765 | reward_pref: 14.8629 | reward_npref: -18.0108
[     105 points] regret_avg: 50.9530 | regret_pref: 5.0000 | reward_optimal: 62.1529 | reward_pref: 11.1999 | reward_npref: -24.2219
[     110 points] regret_avg: 51.8036 | regret_pref: 5.0000 | reward_optimal: 62.4824 | reward_pref: 10.6788 | reward_npref: -24.8804
[     115 points] regret_avg: 53.1704 | regret_pref: 5.0000 | reward_optimal: 62.6385 | reward_pref: 9.4681 | reward_npref: -32.4172
[     120 points] regret_avg: 53.4490 | regret_pref: 5.0000 | reward_optimal: 63.7932 | reward_pref: 10.3442 | reward_npref: -32.1370
[     125 points] regret_avg: 56.6090 | regret_pref: 5.0000 | reward_optimal: 64.4231 | reward_pref: 7.8140 | reward_npref: -35.6369
[     130 points] regret_avg: 58.5577 | regret_pref: 5.0000 | reward_optimal: 64.3211 | reward_pref: 5.7634 | reward_npref: -45.4179
[     135 points] regret_avg: 58.5577 | regret_pref: 5.0000 | reward_optimal: 74.9619 | reward_pref: 16.4042 | reward_npref: -41.3205
[     140 points] regret_avg: 60.0055 | regret_pref: 6.0000 | reward_optimal: 78.0383 | reward_pref: 18.0328 | reward_npref: -39.5168
[     145 points] regret_avg: 64.2049 | regret_pref: 6.0000 | reward_optimal: 78.3376 | reward_pref: 14.1326 | reward_npref: -46.5505
[     150 points] regret_avg: 65.6944 | regret_pref: 6.0000 | reward_optimal: 78.3831 | reward_pref: 12.6887 | reward_npref: -50.8538
[     155 points] regret_avg: 67.0426 | regret_pref: 7.0000 | reward_optimal: 83.8890 | reward_pref: 16.8464 | reward_npref: -46.0231
[     160 points] regret_avg: 69.2708 | regret_pref: 7.0000 | reward_optimal: 92.9003 | reward_pref: 23.6295 | reward_npref: -41.4541
[     165 points] regret_avg: 72.7719 | regret_pref: 8.0000 | reward_optimal: 99.3127 | reward_pref: 26.5407 | reward_npref: -35.8280
[     170 points] regret_avg: 73.4475 | regret_pref: 9.0000 | reward_optimal: 99.6099 | reward_pref: 26.1624 | reward_npref: -36.0834
[     175 points] regret_avg: 74.6384 | regret_pref: 10.0000 | reward_optimal: 101.5210 | reward_pref: 26.8826 | reward_npref: -34.7227
[     180 points] regret_avg: 78.3604 | regret_pref: 11.0000 | reward_optimal: 101.6589 | reward_pref: 23.2984 | reward_npref: -35.7566
[     185 points] regret_avg: 87.7921 | regret_pref: 12.0000 | reward_optimal: 101.5888 | reward_pref: 13.7967 | reward_npref: -43.8874
[     190 points] regret_avg: 89.3779 | regret_pref: 12.0000 | reward_optimal: 114.3561 | reward_pref: 24.9782 | reward_npref: -35.0810
[     195 points] regret_avg: 93.0471 | regret_pref: 12.0000 | reward_optimal: 114.1183 | reward_pref: 21.0711 | reward_npref: -47.1041
[     200 points] regret_avg: 96.1601 | regret_pref: 12.0000 | reward_optimal: 114.0512 | reward_pref: 17.8911 | reward_npref: -53.6419
[     205 points] regret_avg: 97.6629 | regret_pref: 12.0000 | reward_optimal: 114.2626 | reward_pref: 16.5996 | reward_npref: -56.0884
[     210 points] regret_avg: 98.6037 | regret_pref: 12.0000 | reward_optimal: 129.3578 | reward_pref: 30.7541 | reward_npref: -49.4455
[     215 points] regret_avg: 103.0069 | regret_pref: 13.0000 | reward_optimal: 129.1794 | reward_pref: 26.1725 | reward_npref: -51.2768
[     220 points] regret_avg: 103.8697 | regret_pref: 13.0000 | reward_optimal: 129.4755 | reward_pref: 25.6058 | reward_npref: -52.0714
[     225 points] regret_avg: 106.9610 | regret_pref: 13.0000 | reward_optimal: 128.7222 | reward_pref: 21.7612 | reward_npref: -66.6819
[     230 points] regret_avg: 110.4289 | regret_pref: 13.0000 | reward_optimal: 129.0799 | reward_pref: 18.6510 | reward_npref: -70.0200
[     235 points] regret_avg: 110.9696 | regret_pref: 13.0000 | reward_optimal: 129.5129 | reward_pref: 18.5433 | reward_npref: -70.7223
[     240 points] regret_avg: 115.2961 | regret_pref: 13.0000 | reward_optimal: 129.6977 | reward_pref: 14.4017 | reward_npref: -78.5632
[     245 points] regret_avg: 115.8320 | regret_pref: 14.0000 | reward_optimal: 130.5437 | reward_pref: 14.7117 | reward_npref: -77.9195
[     250 points] regret_avg: 116.4213 | regret_pref: 14.0000 | reward_optimal: 132.9837 | reward_pref: 16.5624 | reward_npref: -76.9232
[     255 points] regret_avg: 120.1719 | regret_pref: 14.0000 | reward_optimal: 141.6496 | reward_pref: 21.4777 | reward_npref: -73.5966
[     260 points] regret_avg: 121.2534 | regret_pref: 15.0000 | reward_optimal: 142.5485 | reward_pref: 21.2951 | reward_npref: -73.3969
[     265 points] regret_avg: 123.8498 | regret_pref: 15.0000 | reward_optimal: 149.5741 | reward_pref: 25.7244 | reward_npref: -72.3330
[     270 points] regret_avg: 124.8361 | regret_pref: 16.0000 | reward_optimal: 151.1696 | reward_pref: 26.3335 | reward_npref: -70.9285
[     275 points] regret_avg: 125.6776 | regret_pref: 16.0000 | reward_optimal: 152.0820 | reward_pref: 26.4045 | reward_npref: -70.8614
[     280 points] regret_avg: 131.2078 | regret_pref: 17.0000 | reward_optimal: 151.7509 | reward_pref: 20.5430 | reward_npref: -73.2328
[     285 points] regret_avg: 133.0344 | regret_pref: 17.0000 | reward_optimal: 151.6968 | reward_pref: 18.6624 | reward_npref: -78.7400
[     290 points] regret_avg: 135.2337 | regret_pref: 17.0000 | reward_optimal: 151.8491 | reward_pref: 16.6154 | reward_npref: -81.9581
[     295 points] regret_avg: 140.1774 | regret_pref: 17.0000 | reward_optimal: 167.6851 | reward_pref: 27.5077 | reward_npref: -79.9269
[     300 points] regret_avg: 140.7498 | regret_pref: 18.0000 | reward_optimal: 169.2727 | reward_pref: 28.5229 | reward_npref: -78.5314
[     305 points] regret_avg: 141.6172 | regret_pref: 18.0000 | reward_optimal: 183.2125 | reward_pref: 41.5954 | reward_npref: -71.5162
[     310 points] regret_avg: 143.5614 | regret_pref: 18.0000 | reward_optimal: 183.3477 | reward_pref: 39.7863 | reward_npref: -77.8564
[     315 points] regret_avg: 155.9657 | regret_pref: 19.0000 | reward_optimal: 183.1679 | reward_pref: 27.2023 | reward_npref: -85.6843
[     320 points] regret_avg: 156.3651 | regret_pref: 20.0000 | reward_optimal: 183.8800 | reward_pref: 27.5149 | reward_npref: -85.0745
[     325 points] regret_avg: 157.0818 | regret_pref: 21.0000 | reward_optimal: 184.8699 | reward_pref: 27.7880 | reward_npref: -84.7920
[     330 points] regret_avg: 161.0610 | regret_pref: 21.0000 | reward_optimal: 184.9928 | reward_pref: 23.9318 | reward_npref: -89.0899
[     335 points] regret_avg: 163.7190 | regret_pref: 22.0000 | reward_optimal: 185.7659 | reward_pref: 22.0469 | reward_npref: -90.3385
[     340 points] regret_avg: 171.8764 | regret_pref: 23.0000 | reward_optimal: 195.0827 | reward_pref: 23.2063 | reward_npref: -88.8888
[     345 points] regret_avg: 171.8764 | regret_pref: 23.0000 | reward_optimal: 194.3717 | reward_pref: 22.4953 | reward_npref: -94.5610
[     350 points] regret_avg: 172.2266 | regret_pref: 24.0000 | reward_optimal: 194.9067 | reward_pref: 22.6801 | reward_npref: -94.3510
[     355 points] regret_avg: 172.8860 | regret_pref: 24.0000 | reward_optimal: 195.2176 | reward_pref: 22.3316 | reward_npref: -96.9578
[     360 points] regret_avg: 176.1073 | regret_pref: 24.0000 | reward_optimal: 195.7099 | reward_pref: 19.6026 | reward_npref: -100.9501
[     365 points] regret_avg: 183.3801 | regret_pref: 24.0000 | reward_optimal: 208.7576 | reward_pref: 25.3775 | reward_npref: -96.7688
[     370 points] regret_avg: 188.1583 | regret_pref: 24.0000 | reward_optimal: 216.5553 | reward_pref: 28.3970 | reward_npref: -95.6181
[     375 points] regret_avg: 200.6424 | regret_pref: 25.0000 | reward_optimal: 216.0811 | reward_pref: 15.4387 | reward_npref: -105.9730
[     380 points] regret_avg: 201.7316 | regret_pref: 26.0000 | reward_optimal: 217.6978 | reward_pref: 15.9662 | reward_npref: -104.4520
[     385 points] regret_avg: 202.6252 | regret_pref: 27.0000 | reward_optimal: 218.3231 | reward_pref: 15.6979 | reward_npref: -104.3965
[     390 points] regret_avg: 211.7427 | regret_pref: 27.0000 | reward_optimal: 218.2769 | reward_pref: 6.5342 | reward_npref: -114.1761
[     395 points] regret_avg: 213.4330 | regret_pref: 27.0000 | reward_optimal: 218.4809 | reward_pref: 5.0479 | reward_npref: -121.1048
[     400 points] regret_avg: 214.1713 | regret_pref: 27.0000 | reward_optimal: 219.1934 | reward_pref: 5.0221 | reward_npref: -121.5090
[     405 points] regret_avg: 215.0333 | regret_pref: 27.0000 | reward_optimal: 221.5874 | reward_pref: 6.5541 | reward_npref: -120.3939
[     410 points] regret_avg: 219.1977 | regret_pref: 27.0000 | reward_optimal: 222.1421 | reward_pref: 2.9444 | reward_npref: -125.5109
[     415 points] regret_avg: 224.6961 | regret_pref: 28.0000 | reward_optimal: 231.1067 | reward_pref: 6.4106 | reward_npref: -116.5463
[     420 points] regret_avg: 226.1559 | regret_pref: 28.0000 | reward_optimal: 231.7991 | reward_pref: 5.6432 | reward_npref: -120.5000
[     425 points] regret_avg: 231.1896 | regret_pref: 29.0000 | reward_optimal: 242.0108 | reward_pref: 10.8212 | reward_npref: -114.0708
[     430 points] regret_avg: 235.9694 | regret_pref: 30.0000 | reward_optimal: 250.6411 | reward_pref: 14.6717 | reward_npref: -109.1671
[     435 points] regret_avg: 237.0973 | regret_pref: 30.0000 | reward_optimal: 259.7334 | reward_pref: 22.6361 | reward_npref: -107.2957
[     440 points] regret_avg: 237.7540 | regret_pref: 30.0000 | reward_optimal: 263.3530 | reward_pref: 25.5990 | reward_npref: -104.7669
[     445 points] regret_avg: 239.0924 | regret_pref: 31.0000 | reward_optimal: 264.2329 | reward_pref: 25.1405 | reward_npref: -105.0659
[     450 points] regret_avg: 240.8314 | regret_pref: 31.0000 | reward_optimal: 264.8694 | reward_pref: 24.0380 | reward_npref: -106.6179
[     455 points] regret_avg: 248.9347 | regret_pref: 32.0000 | reward_optimal: 264.8439 | reward_pref: 15.9092 | reward_npref: -108.1823
[     460 points] regret_avg: 250.9259 | regret_pref: 32.0000 | reward_optimal: 265.4569 | reward_pref: 14.5310 | reward_npref: -111.1554
[     465 points] regret_avg: 257.1036 | regret_pref: 32.0000 | reward_optimal: 273.3755 | reward_pref: 16.2718 | reward_npref: -109.8672
[     470 points] regret_avg: 258.9435 | regret_pref: 33.0000 | reward_optimal: 277.2035 | reward_pref: 18.2599 | reward_npref: -107.1976
[     475 points] regret_avg: 260.1702 | regret_pref: 33.0000 | reward_optimal: 283.8572 | reward_pref: 23.6870 | reward_npref: -105.6924
[     480 points] regret_avg: 266.1610 | regret_pref: 33.0000 | reward_optimal: 299.8407 | reward_pref: 33.6797 | reward_npref: -104.6446
[     485 points] regret_avg: 267.8400 | regret_pref: 33.0000 | reward_optimal: 299.9197 | reward_pref: 32.0797 | reward_npref: -111.2906
[     490 points] regret_avg: 269.6611 | regret_pref: 33.0000 | reward_optimal: 299.9564 | reward_pref: 30.2953 | reward_npref: -122.0259
[     495 points] regret_avg: 272.5500 | regret_pref: 34.0000 | reward_optimal: 300.2278 | reward_pref: 27.6778 | reward_npref: -123.5998
[     500 points] regret_avg: 274.0963 | regret_pref: 35.0000 | reward_optimal: 302.2529 | reward_pref: 28.1566 | reward_npref: -122.4258
[     505 points] regret_avg: 274.0963 | regret_pref: 35.0000 | reward_optimal: 303.5806 | reward_pref: 29.4843 | reward_npref: -121.7305
[     510 points] regret_avg: 276.2621 | regret_pref: 35.0000 | reward_optimal: 303.9983 | reward_pref: 27.7362 | reward_npref: -124.2874
[     515 points] regret_avg: 277.5809 | regret_pref: 35.0000 | reward_optimal: 306.8164 | reward_pref: 29.2355 | reward_npref: -123.0928
[     520 points] regret_avg: 280.1791 | regret_pref: 35.0000 | reward_optimal: 320.7420 | reward_pref: 40.5629 | reward_npref: -113.4953
[     525 points] regret_avg: 284.2067 | regret_pref: 35.0000 | reward_optimal: 328.9580 | reward_pref: 44.7513 | reward_npref: -112.0461
[     530 points] regret_avg: 285.3457 | regret_pref: 35.0000 | reward_optimal: 329.9096 | reward_pref: 44.5640 | reward_npref: -112.5287
[     535 points] regret_avg: 285.4830 | regret_pref: 36.0000 | reward_optimal: 330.0535 | reward_pref: 44.5704 | reward_npref: -112.3848
[     540 points] regret_avg: 291.1298 | regret_pref: 36.0000 | reward_optimal: 329.6664 | reward_pref: 38.5366 | reward_npref: -126.3044
[     545 points] regret_avg: 293.9997 | regret_pref: 37.0000 | reward_optimal: 345.0008 | reward_pref: 51.0011 | reward_npref: -112.8835
[     550 points] regret_avg: 299.1115 | regret_pref: 37.0000 | reward_optimal: 356.7711 | reward_pref: 57.6596 | reward_npref: -111.1681
[     555 points] regret_avg: 300.9386 | regret_pref: 37.0000 | reward_optimal: 357.5131 | reward_pref: 56.5745 | reward_npref: -112.4151
[     560 points] regret_avg: 300.9386 | regret_pref: 37.0000 | reward_optimal: 357.0330 | reward_pref: 56.0944 | reward_npref: -125.9627
[     565 points] regret_avg: 301.7194 | regret_pref: 38.0000 | reward_optimal: 358.4869 | reward_pref: 56.7675 | reward_npref: -124.8398
