[       5 points] regret_avg: 0.6793 | regret_pref: 0.0000 | reward_optimal: 0.3516 | reward_pref: -0.3277 | reward_npref: -0.4829
[      10 points] regret_avg: 1.4882 | regret_pref: 0.0000 | reward_optimal: 0.5012 | reward_pref: -0.9870 | reward_npref: -1.2685
[      15 points] regret_avg: 1.5671 | regret_pref: 0.0000 | reward_optimal: 0.9867 | reward_pref: -0.5804 | reward_npref: -1.0354
[      20 points] regret_avg: 1.9313 | regret_pref: 0.0000 | reward_optimal: 1.7639 | reward_pref: -0.1674 | reward_npref: -0.7277
[      25 points] regret_avg: 2.0968 | regret_pref: 0.0000 | reward_optimal: 2.0475 | reward_pref: -0.0494 | reward_npref: -0.8562
[      30 points] regret_avg: 2.5860 | regret_pref: 1.0000 | reward_optimal: 2.3908 | reward_pref: -0.1952 | reward_npref: -0.8203
[      35 points] regret_avg: 3.0275 | regret_pref: 1.0000 | reward_optimal: 2.8052 | reward_pref: -0.2223 | reward_npref: -0.8725
[      40 points] regret_avg: 3.2117 | regret_pref: 2.0000 | reward_optimal: 3.1470 | reward_pref: -0.0647 | reward_npref: -0.6946
[      45 points] regret_avg: 3.7717 | regret_pref: 3.0000 | reward_optimal: 3.6412 | reward_pref: -0.1305 | reward_npref: -0.4627
[      50 points] regret_avg: 4.1600 | regret_pref: 3.0000 | reward_optimal: 4.1510 | reward_pref: -0.0090 | reward_npref: -0.3680
[      55 points] regret_avg: 4.4169 | regret_pref: 4.0000 | reward_optimal: 4.4551 | reward_pref: 0.0382 | reward_npref: -0.0639
[      60 points] regret_avg: 4.4169 | regret_pref: 4.0000 | reward_optimal: 4.8843 | reward_pref: 0.4675 | reward_npref: 0.0217
[      65 points] regret_avg: 5.1729 | regret_pref: 4.0000 | reward_optimal: 6.2525 | reward_pref: 1.0796 | reward_npref: 0.4704
[      70 points] regret_avg: 5.4564 | regret_pref: 5.0000 | reward_optimal: 6.7434 | reward_pref: 1.2871 | reward_npref: 0.7197
[      75 points] regret_avg: 6.2491 | regret_pref: 5.0000 | reward_optimal: 7.0222 | reward_pref: 0.7731 | reward_npref: 0.0000
[      80 points] regret_avg: 6.6128 | regret_pref: 6.0000 | reward_optimal: 7.4169 | reward_pref: 0.8040 | reward_npref: 0.3947
[      85 points] regret_avg: 6.8144 | regret_pref: 6.0000 | reward_optimal: 7.7274 | reward_pref: 0.9130 | reward_npref: 0.2665
[      90 points] regret_avg: 7.0382 | regret_pref: 6.0000 | reward_optimal: 8.1551 | reward_pref: 1.1169 | reward_npref: 0.4446
[      95 points] regret_avg: 7.3508 | regret_pref: 6.0000 | reward_optimal: 8.8742 | reward_pref: 1.5234 | reward_npref: 0.8171
[     100 points] regret_avg: 7.8861 | regret_pref: 7.0000 | reward_optimal: 9.7511 | reward_pref: 1.8649 | reward_npref: 1.1995
[     105 points] regret_avg: 8.5170 | regret_pref: 8.0000 | reward_optimal: 10.2667 | reward_pref: 1.7497 | reward_npref: 1.1930
[     110 points] regret_avg: 8.7582 | regret_pref: 8.0000 | reward_optimal: 10.6057 | reward_pref: 1.8475 | reward_npref: 0.5023
[     115 points] regret_avg: 9.2080 | regret_pref: 9.0000 | reward_optimal: 10.9192 | reward_pref: 1.7112 | reward_npref: 0.5145
[     120 points] regret_avg: 9.7189 | regret_pref: 9.0000 | reward_optimal: 11.2177 | reward_pref: 1.4988 | reward_npref: 0.1358
[     125 points] regret_avg: 10.4457 | regret_pref: 9.0000 | reward_optimal: 11.6508 | reward_pref: 1.2051 | reward_npref: -0.4949
[     130 points] regret_avg: 11.2471 | regret_pref: 9.0000 | reward_optimal: 11.8592 | reward_pref: 0.6121 | reward_npref: -1.5161
[     135 points] regret_avg: 11.2471 | regret_pref: 9.0000 | reward_optimal: 12.2007 | reward_pref: 0.9536 | reward_npref: -1.5187
[     140 points] regret_avg: 11.5246 | regret_pref: 9.0000 | reward_optimal: 12.4792 | reward_pref: 0.9547 | reward_npref: -1.5782
[     145 points] regret_avg: 11.5815 | regret_pref: 9.0000 | reward_optimal: 12.9855 | reward_pref: 1.4040 | reward_npref: -1.3618
[     150 points] regret_avg: 12.1524 | regret_pref: 10.0000 | reward_optimal: 13.1502 | reward_pref: 0.9977 | reward_npref: -1.6130
[     155 points] regret_avg: 12.5013 | regret_pref: 11.0000 | reward_optimal: 13.6979 | reward_pref: 1.1966 | reward_npref: -1.3713
