[       5 points] regret_avg: 0.7084 | regret_pref: 0.0000 | reward_optimal: 0.1625 | reward_pref: -0.5458 | reward_npref: -4.9685
[      10 points] regret_avg: 2.2620 | regret_pref: 0.0000 | reward_optimal: 5.2640 | reward_pref: 3.0020 | reward_npref: -2.3384
[      15 points] regret_avg: 2.5389 | regret_pref: 1.0000 | reward_optimal: 6.2586 | reward_pref: 3.7197 | reward_npref: -1.3438
[      20 points] regret_avg: 3.8664 | regret_pref: 1.0000 | reward_optimal: 6.7036 | reward_pref: 2.8371 | reward_npref: -3.0976
[      25 points] regret_avg: 8.5303 | regret_pref: 1.0000 | reward_optimal: 16.1468 | reward_pref: 7.6165 | reward_npref: -1.8934
[      30 points] regret_avg: 9.1444 | regret_pref: 1.0000 | reward_optimal: 16.5586 | reward_pref: 7.4142 | reward_npref: -3.7677
[      35 points] regret_avg: 19.1302 | regret_pref: 1.0000 | reward_optimal: 16.2726 | reward_pref: -2.8576 | reward_npref: -15.5155
[      40 points] regret_avg: 20.7143 | regret_pref: 2.0000 | reward_optimal: 16.5352 | reward_pref: -4.1791 | reward_npref: -16.7214
[      45 points] regret_avg: 24.7068 | regret_pref: 2.0000 | reward_optimal: 29.3985 | reward_pref: 4.6917 | reward_npref: -13.3722
[      50 points] regret_avg: 30.0864 | regret_pref: 2.0000 | reward_optimal: 29.5585 | reward_pref: -0.5280 | reward_npref: -20.9743
[      55 points] regret_avg: 32.4120 | regret_pref: 2.0000 | reward_optimal: 35.9056 | reward_pref: 3.4936 | reward_npref: -18.4658
[      60 points] regret_avg: 35.0620 | regret_pref: 2.0000 | reward_optimal: 36.6227 | reward_pref: 1.5608 | reward_npref: -20.5573
[      65 points] regret_avg: 35.6481 | regret_pref: 3.0000 | reward_optimal: 37.6540 | reward_pref: 2.0058 | reward_npref: -19.8874
[      70 points] regret_avg: 37.1737 | regret_pref: 3.0000 | reward_optimal: 38.0101 | reward_pref: 0.8363 | reward_npref: -21.9373
[      75 points] regret_avg: 40.8458 | regret_pref: 4.0000 | reward_optimal: 42.7110 | reward_pref: 1.8652 | reward_npref: -20.7505
[      80 points] regret_avg: 41.2308 | regret_pref: 5.0000 | reward_optimal: 43.3658 | reward_pref: 2.1349 | reward_npref: -20.2090
[      85 points] regret_avg: 41.2308 | regret_pref: 5.0000 | reward_optimal: 45.3816 | reward_pref: 4.1508 | reward_npref: -19.6075
[      90 points] regret_avg: 45.7327 | regret_pref: 5.0000 | reward_optimal: 45.8026 | reward_pref: 0.0699 | reward_npref: -24.6350
[      95 points] regret_avg: 45.7327 | regret_pref: 5.0000 | reward_optimal: 57.2259 | reward_pref: 11.4933 | reward_npref: -19.5587
[     100 points] regret_avg: 46.8136 | regret_pref: 5.0000 | reward_optimal: 61.6765 | reward_pref: 14.8629 | reward_npref: -18.0108
[     105 points] regret_avg: 50.9530 | regret_pref: 5.0000 | reward_optimal: 62.1529 | reward_pref: 11.1999 | reward_npref: -24.2219
[     110 points] regret_avg: 51.8036 | regret_pref: 5.0000 | reward_optimal: 62.4824 | reward_pref: 10.6788 | reward_npref: -24.8804
[     115 points] regret_avg: 53.1704 | regret_pref: 5.0000 | reward_optimal: 62.6385 | reward_pref: 9.4681 | reward_npref: -32.4172
[     120 points] regret_avg: 53.4490 | regret_pref: 5.0000 | reward_optimal: 63.7932 | reward_pref: 10.3442 | reward_npref: -32.1370
[     125 points] regret_avg: 56.6090 | regret_pref: 5.0000 | reward_optimal: 64.4231 | reward_pref: 7.8140 | reward_npref: -35.6369
[     130 points] regret_avg: 58.5577 | regret_pref: 5.0000 | reward_optimal: 64.3211 | reward_pref: 5.7634 | reward_npref: -45.4179
[     135 points] regret_avg: 58.5577 | regret_pref: 5.0000 | reward_optimal: 74.9619 | reward_pref: 16.4042 | reward_npref: -41.3205
[     140 points] regret_avg: 60.0055 | regret_pref: 6.0000 | reward_optimal: 78.0383 | reward_pref: 18.0328 | reward_npref: -39.5168
[     145 points] regret_avg: 64.2049 | regret_pref: 6.0000 | reward_optimal: 78.3376 | reward_pref: 14.1326 | reward_npref: -46.5505
[     150 points] regret_avg: 65.6944 | regret_pref: 6.0000 | reward_optimal: 78.3831 | reward_pref: 12.6887 | reward_npref: -50.8538
[     155 points] regret_avg: 66.3697 | regret_pref: 6.0000 | reward_optimal: 83.8890 | reward_pref: 17.5194 | reward_npref: -46.6961
[     160 points] regret_avg: 68.5978 | regret_pref: 6.0000 | reward_optimal: 92.9003 | reward_pref: 24.3025 | reward_npref: -42.1271
[     165 points] regret_avg: 69.3840 | regret_pref: 6.0000 | reward_optimal: 99.3127 | reward_pref: 29.9286 | reward_npref: -39.2159
[     170 points] regret_avg: 70.0596 | regret_pref: 7.0000 | reward_optimal: 99.6099 | reward_pref: 29.5503 | reward_npref: -39.4713
[     175 points] regret_avg: 71.2505 | regret_pref: 8.0000 | reward_optimal: 101.5210 | reward_pref: 30.2705 | reward_npref: -38.1106
[     180 points] regret_avg: 74.9725 | regret_pref: 9.0000 | reward_optimal: 101.6589 | reward_pref: 26.6863 | reward_npref: -39.1445
[     185 points] regret_avg: 84.4042 | regret_pref: 10.0000 | reward_optimal: 101.5888 | reward_pref: 17.1846 | reward_npref: -47.2753
[     190 points] regret_avg: 85.9900 | regret_pref: 10.0000 | reward_optimal: 114.3561 | reward_pref: 28.3661 | reward_npref: -38.4689
[     195 points] regret_avg: 89.6592 | regret_pref: 10.0000 | reward_optimal: 114.1183 | reward_pref: 24.4590 | reward_npref: -50.4920
[     200 points] regret_avg: 92.7722 | regret_pref: 10.0000 | reward_optimal: 114.0512 | reward_pref: 21.2790 | reward_npref: -57.0297
[     205 points] regret_avg: 94.2750 | regret_pref: 10.0000 | reward_optimal: 114.2626 | reward_pref: 19.9875 | reward_npref: -59.4762
[     210 points] regret_avg: 95.2158 | regret_pref: 10.0000 | reward_optimal: 129.3578 | reward_pref: 34.1420 | reward_npref: -52.8334
[     215 points] regret_avg: 99.6190 | regret_pref: 11.0000 | reward_optimal: 129.1794 | reward_pref: 29.5604 | reward_npref: -54.6647
[     220 points] regret_avg: 100.4818 | regret_pref: 11.0000 | reward_optimal: 129.4755 | reward_pref: 28.9937 | reward_npref: -55.4593
[     225 points] regret_avg: 103.5731 | regret_pref: 11.0000 | reward_optimal: 128.7222 | reward_pref: 25.1491 | reward_npref: -70.0698
[     230 points] regret_avg: 107.2689 | regret_pref: 12.0000 | reward_optimal: 129.0799 | reward_pref: 21.8110 | reward_npref: -73.1800
[     235 points] regret_avg: 107.8096 | regret_pref: 12.0000 | reward_optimal: 129.5129 | reward_pref: 21.7033 | reward_npref: -73.8823
[     240 points] regret_avg: 112.1361 | regret_pref: 12.0000 | reward_optimal: 129.6977 | reward_pref: 17.5617 | reward_npref: -81.7232
[     245 points] regret_avg: 112.6720 | regret_pref: 13.0000 | reward_optimal: 130.5437 | reward_pref: 17.8717 | reward_npref: -81.0795
[     250 points] regret_avg: 113.2613 | regret_pref: 13.0000 | reward_optimal: 132.9837 | reward_pref: 19.7224 | reward_npref: -80.0832
[     255 points] regret_avg: 118.6007 | regret_pref: 14.0000 | reward_optimal: 141.6496 | reward_pref: 23.0489 | reward_npref: -75.1678
[     260 points] regret_avg: 119.2998 | regret_pref: 14.0000 | reward_optimal: 142.5485 | reward_pref: 23.2487 | reward_npref: -75.3504
[     265 points] regret_avg: 121.8962 | regret_pref: 14.0000 | reward_optimal: 149.5741 | reward_pref: 27.6779 | reward_npref: -74.2866
[     270 points] regret_avg: 122.8825 | regret_pref: 15.0000 | reward_optimal: 151.1696 | reward_pref: 28.2870 | reward_npref: -72.8820
[     275 points] regret_avg: 123.7279 | regret_pref: 16.0000 | reward_optimal: 152.0820 | reward_pref: 28.3541 | reward_npref: -72.8110
[     280 points] regret_avg: 129.2582 | regret_pref: 17.0000 | reward_optimal: 151.7509 | reward_pref: 22.4927 | reward_npref: -75.1825
[     285 points] regret_avg: 131.0848 | regret_pref: 17.0000 | reward_optimal: 151.6968 | reward_pref: 20.6121 | reward_npref: -80.6897
[     290 points] regret_avg: 134.4551 | regret_pref: 18.0000 | reward_optimal: 151.8491 | reward_pref: 17.3940 | reward_npref: -82.7367
[     295 points] regret_avg: 148.2599 | regret_pref: 19.0000 | reward_optimal: 167.6851 | reward_pref: 19.4252 | reward_npref: -71.8445
[     300 points] regret_avg: 148.8323 | regret_pref: 20.0000 | reward_optimal: 169.2727 | reward_pref: 20.4404 | reward_npref: -70.4490
[     305 points] regret_avg: 149.6996 | regret_pref: 20.0000 | reward_optimal: 183.2125 | reward_pref: 33.5129 | reward_npref: -63.4338
[     310 points] regret_avg: 151.6438 | regret_pref: 20.0000 | reward_optimal: 183.3477 | reward_pref: 31.7039 | reward_npref: -69.7739
[     315 points] regret_avg: 164.0481 | regret_pref: 21.0000 | reward_optimal: 183.1679 | reward_pref: 19.1198 | reward_npref: -77.6019
[     320 points] regret_avg: 164.1504 | regret_pref: 21.0000 | reward_optimal: 183.8800 | reward_pref: 19.7296 | reward_npref: -77.2892
[     325 points] regret_avg: 164.8671 | regret_pref: 22.0000 | reward_optimal: 184.8699 | reward_pref: 20.0027 | reward_npref: -77.0067
[     330 points] regret_avg: 168.8463 | regret_pref: 22.0000 | reward_optimal: 184.9928 | reward_pref: 16.1465 | reward_npref: -81.3046
[     335 points] regret_avg: 170.8681 | regret_pref: 22.0000 | reward_optimal: 185.7659 | reward_pref: 14.8978 | reward_npref: -83.1894
[     340 points] regret_avg: 178.7351 | regret_pref: 22.0000 | reward_optimal: 195.0827 | reward_pref: 16.3476 | reward_npref: -82.0300
[     345 points] regret_avg: 178.7351 | regret_pref: 22.0000 | reward_optimal: 194.3717 | reward_pref: 15.6366 | reward_npref: -87.7022
[     350 points] regret_avg: 179.0853 | regret_pref: 23.0000 | reward_optimal: 194.9067 | reward_pref: 15.8214 | reward_npref: -87.4922
[     355 points] regret_avg: 182.0031 | regret_pref: 24.0000 | reward_optimal: 195.2176 | reward_pref: 13.2145 | reward_npref: -87.8407
[     360 points] regret_avg: 185.2244 | regret_pref: 24.0000 | reward_optimal: 195.7099 | reward_pref: 10.4855 | reward_npref: -91.8331
[     365 points] regret_avg: 192.4972 | regret_pref: 24.0000 | reward_optimal: 208.7576 | reward_pref: 16.2604 | reward_npref: -87.6517
[     370 points] regret_avg: 199.1443 | regret_pref: 25.0000 | reward_optimal: 216.5553 | reward_pref: 17.4111 | reward_npref: -84.6322
[     375 points] regret_avg: 211.6283 | regret_pref: 26.0000 | reward_optimal: 216.0811 | reward_pref: 4.4527 | reward_npref: -94.9871
[     380 points] regret_avg: 211.7241 | regret_pref: 26.0000 | reward_optimal: 217.6978 | reward_pref: 5.9738 | reward_npref: -94.4596
[     385 points] regret_avg: 212.6177 | regret_pref: 27.0000 | reward_optimal: 218.3231 | reward_pref: 5.7055 | reward_npref: -94.4041
[     390 points] regret_avg: 221.7352 | regret_pref: 27.0000 | reward_optimal: 218.2769 | reward_pref: -3.4583 | reward_npref: -104.1836
[     395 points] regret_avg: 223.4255 | regret_pref: 27.0000 | reward_optimal: 218.4809 | reward_pref: -4.9445 | reward_npref: -111.1124
[     400 points] regret_avg: 224.1638 | regret_pref: 27.0000 | reward_optimal: 219.1934 | reward_pref: -4.9703 | reward_npref: -111.5166
[     405 points] regret_avg: 225.0258 | regret_pref: 27.0000 | reward_optimal: 221.5874 | reward_pref: -3.4384 | reward_npref: -110.4015
[     410 points] regret_avg: 229.1901 | regret_pref: 27.0000 | reward_optimal: 222.1421 | reward_pref: -7.0480 | reward_npref: -115.5184
[     415 points] regret_avg: 234.6886 | regret_pref: 28.0000 | reward_optimal: 231.1067 | reward_pref: -3.5819 | reward_npref: -106.5538
[     420 points] regret_avg: 236.1483 | regret_pref: 28.0000 | reward_optimal: 231.7991 | reward_pref: -4.3493 | reward_npref: -110.5076
[     425 points] regret_avg: 241.1820 | regret_pref: 29.0000 | reward_optimal: 242.0108 | reward_pref: 0.8288 | reward_npref: -104.0783
[     430 points] regret_avg: 245.9619 | regret_pref: 30.0000 | reward_optimal: 250.6411 | reward_pref: 4.6793 | reward_npref: -99.1746
[     435 points] regret_avg: 253.1827 | regret_pref: 31.0000 | reward_optimal: 259.7334 | reward_pref: 6.5507 | reward_npref: -91.2102
[     440 points] regret_avg: 253.8394 | regret_pref: 31.0000 | reward_optimal: 263.3530 | reward_pref: 9.5136 | reward_npref: -88.6815
[     445 points] regret_avg: 255.1779 | regret_pref: 32.0000 | reward_optimal: 264.2329 | reward_pref: 9.0550 | reward_npref: -88.9804
[     450 points] regret_avg: 256.9168 | regret_pref: 32.0000 | reward_optimal: 264.8694 | reward_pref: 7.9526 | reward_npref: -90.5324
[     455 points] regret_avg: 258.4558 | regret_pref: 32.0000 | reward_optimal: 264.8439 | reward_pref: 6.3881 | reward_npref: -98.6612
[     460 points] regret_avg: 260.4470 | regret_pref: 32.0000 | reward_optimal: 265.4569 | reward_pref: 5.0099 | reward_npref: -101.6343
[     465 points] regret_avg: 266.6247 | regret_pref: 32.0000 | reward_optimal: 273.3755 | reward_pref: 6.7508 | reward_npref: -100.3462
[     470 points] regret_avg: 268.4646 | regret_pref: 33.0000 | reward_optimal: 277.2035 | reward_pref: 8.7389 | reward_npref: -97.6765
[     475 points] regret_avg: 269.6912 | regret_pref: 33.0000 | reward_optimal: 283.8572 | reward_pref: 14.1659 | reward_npref: -96.1714
[     480 points] regret_avg: 275.6821 | regret_pref: 33.0000 | reward_optimal: 299.8407 | reward_pref: 24.1587 | reward_npref: -95.1236
[     485 points] regret_avg: 277.3610 | regret_pref: 33.0000 | reward_optimal: 299.9197 | reward_pref: 22.5586 | reward_npref: -101.7696
[     490 points] regret_avg: 279.1821 | regret_pref: 33.0000 | reward_optimal: 299.9564 | reward_pref: 20.7743 | reward_npref: -112.5049
[     495 points] regret_avg: 282.0710 | regret_pref: 34.0000 | reward_optimal: 300.2278 | reward_pref: 18.1567 | reward_npref: -114.0787
[     500 points] regret_avg: 283.6173 | regret_pref: 35.0000 | reward_optimal: 302.2529 | reward_pref: 18.6356 | reward_npref: -112.9047
[     505 points] regret_avg: 283.6173 | regret_pref: 35.0000 | reward_optimal: 303.5806 | reward_pref: 19.9633 | reward_npref: -112.2094
[     510 points] regret_avg: 285.7831 | regret_pref: 35.0000 | reward_optimal: 303.9983 | reward_pref: 18.2152 | reward_npref: -114.7663
[     515 points] regret_avg: 287.1019 | regret_pref: 35.0000 | reward_optimal: 306.8164 | reward_pref: 19.7144 | reward_npref: -113.5717
[     520 points] regret_avg: 289.7001 | regret_pref: 35.0000 | reward_optimal: 320.7420 | reward_pref: 31.0419 | reward_npref: -103.9743
[     525 points] regret_avg: 296.4669 | regret_pref: 36.0000 | reward_optimal: 328.9580 | reward_pref: 32.4911 | reward_npref: -99.7859
[     530 points] regret_avg: 297.6059 | regret_pref: 36.0000 | reward_optimal: 329.9096 | reward_pref: 32.3037 | reward_npref: -100.2684
[     535 points] regret_avg: 297.7433 | regret_pref: 37.0000 | reward_optimal: 330.0535 | reward_pref: 32.3102 | reward_npref: -100.1246
[     540 points] regret_avg: 303.3900 | regret_pref: 37.0000 | reward_optimal: 329.6664 | reward_pref: 26.2764 | reward_npref: -114.0442
[     545 points] regret_avg: 306.2599 | regret_pref: 38.0000 | reward_optimal: 345.0008 | reward_pref: 38.7409 | reward_npref: -100.6232
[     550 points] regret_avg: 311.3718 | regret_pref: 38.0000 | reward_optimal: 356.7711 | reward_pref: 45.3994 | reward_npref: -98.9079
[     555 points] regret_avg: 313.1988 | regret_pref: 38.0000 | reward_optimal: 357.5131 | reward_pref: 44.3143 | reward_npref: -100.1549
[     560 points] regret_avg: 313.1988 | regret_pref: 38.0000 | reward_optimal: 357.0330 | reward_pref: 43.8342 | reward_npref: -113.7025
[     565 points] regret_avg: 313.5297 | regret_pref: 38.0000 | reward_optimal: 358.4869 | reward_pref: 44.9571 | reward_npref: -113.0294
