[       5 points] regret_avg: 0.1987 | regret_pref: 0.0000 | reward_optimal: 0.4104 | reward_pref: 0.2117 | reward_npref: 0.0859
[      10 points] regret_avg: 0.4153 | regret_pref: 0.0000 | reward_optimal: 0.8042 | reward_pref: 0.3889 | reward_npref: 0.2372
[      15 points] regret_avg: 0.4659 | regret_pref: 1.0000 | reward_optimal: 1.2671 | reward_pref: 0.8012 | reward_npref: 0.6978
[      20 points] regret_avg: 0.7982 | regret_pref: 1.0000 | reward_optimal: 1.6434 | reward_pref: 0.8453 | reward_npref: 0.6601
[      25 points] regret_avg: 1.1476 | regret_pref: 2.0000 | reward_optimal: 2.0600 | reward_pref: 0.9125 | reward_npref: 1.0767
[      30 points] regret_avg: 1.8492 | regret_pref: 3.0000 | reward_optimal: 2.3636 | reward_pref: 0.5144 | reward_npref: 1.1032
[      35 points] regret_avg: 2.1997 | regret_pref: 3.0000 | reward_optimal: 2.7008 | reward_pref: 0.5011 | reward_npref: 1.0814
[      40 points] regret_avg: 2.3138 | regret_pref: 4.0000 | reward_optimal: 3.1123 | reward_pref: 0.7985 | reward_npref: 1.4011
[      45 points] regret_avg: 2.5251 | regret_pref: 4.0000 | reward_optimal: 3.8527 | reward_pref: 1.3277 | reward_npref: 1.6845
[      50 points] regret_avg: 2.9880 | regret_pref: 4.0000 | reward_optimal: 4.3077 | reward_pref: 1.3197 | reward_npref: 1.6344
[      55 points] regret_avg: 3.5206 | regret_pref: 5.0000 | reward_optimal: 4.7757 | reward_pref: 1.2550 | reward_npref: 1.6467
[      60 points] regret_avg: 4.3250 | regret_pref: 5.0000 | reward_optimal: 5.2587 | reward_pref: 0.9337 | reward_npref: 1.2949
[      65 points] regret_avg: 4.7057 | regret_pref: 5.0000 | reward_optimal: 5.7191 | reward_pref: 1.0134 | reward_npref: 0.8826
[      70 points] regret_avg: 5.1489 | regret_pref: 5.0000 | reward_optimal: 6.0082 | reward_pref: 0.8593 | reward_npref: 0.5683
[      75 points] regret_avg: 5.3751 | regret_pref: 6.0000 | reward_optimal: 6.4698 | reward_pref: 1.0947 | reward_npref: 1.0298
[      80 points] regret_avg: 5.9092 | regret_pref: 7.0000 | reward_optimal: 6.7027 | reward_pref: 0.7935 | reward_npref: 0.9579
[      85 points] regret_avg: 6.1519 | regret_pref: 7.0000 | reward_optimal: 7.1284 | reward_pref: 0.9765 | reward_npref: 0.6673
[      90 points] regret_avg: 6.3802 | regret_pref: 7.0000 | reward_optimal: 7.5537 | reward_pref: 1.1735 | reward_npref: 0.8435
[      95 points] regret_avg: 6.3802 | regret_pref: 7.0000 | reward_optimal: 8.3615 | reward_pref: 1.9813 | reward_npref: 1.2509
[     100 points] regret_avg: 6.5206 | regret_pref: 7.0000 | reward_optimal: 8.7234 | reward_pref: 2.2028 | reward_npref: 1.4003
[     105 points] regret_avg: 7.0224 | regret_pref: 7.0000 | reward_optimal: 9.1597 | reward_pref: 2.1373 | reward_npref: 1.2380
[     110 points] regret_avg: 7.2711 | regret_pref: 8.0000 | reward_optimal: 9.3962 | reward_pref: 2.1251 | reward_npref: 1.2429
[     115 points] regret_avg: 7.5489 | regret_pref: 8.0000 | reward_optimal: 9.6714 | reward_pref: 2.1225 | reward_npref: 0.6958
[     120 points] regret_avg: 7.7231 | regret_pref: 8.0000 | reward_optimal: 10.0175 | reward_pref: 2.2944 | reward_npref: 0.7156
[     125 points] regret_avg: 8.5658 | regret_pref: 8.0000 | reward_optimal: 10.3448 | reward_pref: 1.7790 | reward_npref: -0.0088
[     130 points] regret_avg: 8.8309 | regret_pref: 8.0000 | reward_optimal: 10.6791 | reward_pref: 1.8482 | reward_npref: -0.1879
[     135 points] regret_avg: 9.0582 | regret_pref: 8.0000 | reward_optimal: 11.0822 | reward_pref: 2.0240 | reward_npref: -0.0656
[     140 points] regret_avg: 9.4706 | regret_pref: 9.0000 | reward_optimal: 11.6448 | reward_pref: 2.1741 | reward_npref: 0.0871
[     145 points] regret_avg: 10.3211 | regret_pref: 9.0000 | reward_optimal: 12.0161 | reward_pref: 1.6950 | reward_npref: -0.8228
[     150 points] regret_avg: 10.6882 | regret_pref: 9.0000 | reward_optimal: 12.3369 | reward_pref: 1.6487 | reward_npref: -1.2352
[     155 points] regret_avg: 11.2557 | regret_pref: 10.0000 | reward_optimal: 12.6940 | reward_pref: 1.4383 | reward_npref: -1.4073
[     160 points] regret_avg: 11.3672 | regret_pref: 10.0000 | reward_optimal: 13.1784 | reward_pref: 1.8112 | reward_npref: -1.1405
[     165 points] regret_avg: 11.8286 | regret_pref: 10.0000 | reward_optimal: 13.6047 | reward_pref: 1.7761 | reward_npref: -1.3051
[     170 points] regret_avg: 11.9440 | regret_pref: 10.0000 | reward_optimal: 13.8231 | reward_pref: 1.8791 | reward_npref: -1.2177
[     175 points] regret_avg: 12.1872 | regret_pref: 10.0000 | reward_optimal: 14.1756 | reward_pref: 1.9884 | reward_npref: -1.6724
[     180 points] regret_avg: 12.4719 | regret_pref: 10.0000 | reward_optimal: 14.5776 | reward_pref: 2.1057 | reward_npref: -1.6834
[     185 points] regret_avg: 13.1047 | regret_pref: 11.0000 | reward_optimal: 14.9777 | reward_pref: 1.8730 | reward_npref: -1.8736
[     190 points] regret_avg: 13.2177 | regret_pref: 11.0000 | reward_optimal: 15.9184 | reward_pref: 2.7007 | reward_npref: -1.2138
