[       5 points] regret_avg: 0.6793 | regret_pref: 0.0000 | reward_optimal: 0.3516 | reward_pref: -0.3277 | reward_npref: -0.4829
[      10 points] regret_avg: 1.4882 | regret_pref: 0.0000 | reward_optimal: 0.5012 | reward_pref: -0.9870 | reward_npref: -1.2685
[      15 points] regret_avg: 1.5671 | regret_pref: 0.0000 | reward_optimal: 0.9867 | reward_pref: -0.5804 | reward_npref: -1.0354
[      20 points] regret_avg: 1.9313 | regret_pref: 0.0000 | reward_optimal: 1.7639 | reward_pref: -0.1674 | reward_npref: -0.7277
[      25 points] regret_avg: 2.0968 | regret_pref: 0.0000 | reward_optimal: 2.0475 | reward_pref: -0.0494 | reward_npref: -0.8562
[      30 points] regret_avg: 2.5860 | regret_pref: 1.0000 | reward_optimal: 2.3908 | reward_pref: -0.1952 | reward_npref: -0.8203
[      35 points] regret_avg: 3.0275 | regret_pref: 1.0000 | reward_optimal: 2.8052 | reward_pref: -0.2223 | reward_npref: -0.8725
[      40 points] regret_avg: 3.1914 | regret_pref: 1.0000 | reward_optimal: 3.1470 | reward_pref: -0.0444 | reward_npref: -0.7149
[      45 points] regret_avg: 3.7514 | regret_pref: 2.0000 | reward_optimal: 3.6412 | reward_pref: -0.1102 | reward_npref: -0.4830
[      50 points] regret_avg: 4.1397 | regret_pref: 2.0000 | reward_optimal: 4.1510 | reward_pref: 0.0113 | reward_npref: -0.3883
[      55 points] regret_avg: 4.3966 | regret_pref: 3.0000 | reward_optimal: 4.4551 | reward_pref: 0.0585 | reward_npref: -0.0842
[      60 points] regret_avg: 4.3966 | regret_pref: 3.0000 | reward_optimal: 4.8843 | reward_pref: 0.4878 | reward_npref: 0.0014
[      65 points] regret_avg: 5.1526 | regret_pref: 3.0000 | reward_optimal: 6.2525 | reward_pref: 1.0999 | reward_npref: 0.4501
[      70 points] regret_avg: 5.4361 | regret_pref: 4.0000 | reward_optimal: 6.7434 | reward_pref: 1.3074 | reward_npref: 0.6994
[      75 points] regret_avg: 6.2288 | regret_pref: 4.0000 | reward_optimal: 7.0222 | reward_pref: 0.7933 | reward_npref: -0.0203
[      80 points] regret_avg: 6.2288 | regret_pref: 4.0000 | reward_optimal: 7.4169 | reward_pref: 1.1880 | reward_npref: 0.0107
[      85 points] regret_avg: 6.4304 | regret_pref: 4.0000 | reward_optimal: 7.7274 | reward_pref: 1.2970 | reward_npref: -0.1175
[      90 points] regret_avg: 6.6800 | regret_pref: 5.0000 | reward_optimal: 8.1551 | reward_pref: 1.4752 | reward_npref: 0.0864
[      95 points] regret_avg: 6.9926 | regret_pref: 5.0000 | reward_optimal: 8.8742 | reward_pref: 1.8817 | reward_npref: 0.4589
[     100 points] regret_avg: 7.5279 | regret_pref: 6.0000 | reward_optimal: 9.7511 | reward_pref: 2.2232 | reward_npref: 0.8412
[     105 points] regret_avg: 8.0499 | regret_pref: 6.0000 | reward_optimal: 10.2667 | reward_pref: 2.2167 | reward_npref: 0.7260
[     110 points] regret_avg: 8.2911 | regret_pref: 6.0000 | reward_optimal: 10.6057 | reward_pref: 2.3146 | reward_npref: 0.0353
[     115 points] regret_avg: 8.5924 | regret_pref: 6.0000 | reward_optimal: 10.9192 | reward_pref: 2.3268 | reward_npref: -0.1010
[     120 points] regret_avg: 9.1034 | regret_pref: 6.0000 | reward_optimal: 11.2177 | reward_pref: 2.1143 | reward_npref: -0.4797
[     125 points] regret_avg: 9.8302 | regret_pref: 6.0000 | reward_optimal: 11.6508 | reward_pref: 1.8206 | reward_npref: -1.1105
[     130 points] regret_avg: 11.0597 | regret_pref: 7.0000 | reward_optimal: 11.8592 | reward_pref: 0.7995 | reward_npref: -1.7034
[     135 points] regret_avg: 11.0597 | regret_pref: 7.0000 | reward_optimal: 12.2007 | reward_pref: 1.1410 | reward_npref: -1.7060
[     140 points] regret_avg: 11.3978 | regret_pref: 8.0000 | reward_optimal: 12.4792 | reward_pref: 1.0814 | reward_npref: -1.7050
[     145 points] regret_avg: 11.6877 | regret_pref: 9.0000 | reward_optimal: 12.9855 | reward_pref: 1.2978 | reward_npref: -1.2556
[     150 points] regret_avg: 12.2586 | regret_pref: 10.0000 | reward_optimal: 13.1502 | reward_pref: 0.8915 | reward_npref: -1.5068
[     155 points] regret_avg: 12.6075 | regret_pref: 11.0000 | reward_optimal: 13.6979 | reward_pref: 1.0904 | reward_npref: -1.2651
