[       5 points] regret_avg: 0.4661 | regret_pref: 1.0000 | reward_optimal: 1.9510 | reward_pref: 1.4850 | reward_npref: 1.6008
[      10 points] regret_avg: 1.0203 | regret_pref: 1.0000 | reward_optimal: 2.6276 | reward_pref: 1.6073 | reward_npref: -0.3560
[      15 points] regret_avg: 2.6801 | regret_pref: 1.0000 | reward_optimal: 11.5854 | reward_pref: 8.9052 | reward_npref: 3.1113
[      20 points] regret_avg: 3.4424 | regret_pref: 1.0000 | reward_optimal: 12.7807 | reward_pref: 9.3382 | reward_npref: 3.4414
[      25 points] regret_avg: 4.6441 | regret_pref: 2.0000 | reward_optimal: 13.1743 | reward_pref: 8.5302 | reward_npref: 3.5481
[      30 points] regret_avg: 9.0443 | regret_pref: 2.0000 | reward_optimal: 13.1808 | reward_pref: 4.1365 | reward_npref: -2.7959
[      35 points] regret_avg: 11.4418 | regret_pref: 2.0000 | reward_optimal: 13.4757 | reward_pref: 2.0339 | reward_npref: -6.2842
[      40 points] regret_avg: 17.4077 | regret_pref: 3.0000 | reward_optimal: 20.7261 | reward_pref: 3.3184 | reward_npref: 0.9662
[      45 points] regret_avg: 17.4077 | regret_pref: 3.0000 | reward_optimal: 21.5504 | reward_pref: 4.1427 | reward_npref: 0.6396
[      50 points] regret_avg: 17.4077 | regret_pref: 3.0000 | reward_optimal: 21.8370 | reward_pref: 4.4292 | reward_npref: 0.5677
[      55 points] regret_avg: 19.3938 | regret_pref: 4.0000 | reward_optimal: 22.6100 | reward_pref: 3.2162 | reward_npref: -0.1559
[      60 points] regret_avg: 22.6383 | regret_pref: 5.0000 | reward_optimal: 26.8838 | reward_pref: 4.2455 | reward_npref: 2.5584
[      65 points] regret_avg: 23.2791 | regret_pref: 5.0000 | reward_optimal: 30.4176 | reward_pref: 7.1385 | reward_npref: 3.4101
[      70 points] regret_avg: 23.3957 | regret_pref: 5.0000 | reward_optimal: 30.7095 | reward_pref: 7.3138 | reward_npref: 3.5234
[      75 points] regret_avg: 23.3957 | regret_pref: 5.0000 | reward_optimal: 31.0001 | reward_pref: 7.6044 | reward_npref: 3.6285
[      80 points] regret_avg: 33.9840 | regret_pref: 6.0000 | reward_optimal: 30.5419 | reward_pref: -3.4421 | reward_npref: -6.5634
[      85 points] regret_avg: 34.9023 | regret_pref: 6.0000 | reward_optimal: 30.8459 | reward_pref: -4.0564 | reward_npref: -7.8244
[      90 points] regret_avg: 37.6118 | regret_pref: 6.0000 | reward_optimal: 30.7825 | reward_pref: -6.8293 | reward_npref: -16.5909
[      95 points] regret_avg: 41.2912 | regret_pref: 7.0000 | reward_optimal: 37.4395 | reward_pref: -3.8517 | reward_npref: -12.8035
[     100 points] regret_avg: 41.2912 | regret_pref: 7.0000 | reward_optimal: 36.9802 | reward_pref: -4.3110 | reward_npref: -18.9861
[     105 points] regret_avg: 46.5477 | regret_pref: 7.0000 | reward_optimal: 51.0630 | reward_pref: 4.5153 | reward_npref: -17.0273
[     110 points] regret_avg: 49.4017 | regret_pref: 7.0000 | reward_optimal: 55.8473 | reward_pref: 6.4456 | reward_npref: -15.9613
[     115 points] regret_avg: 49.4017 | regret_pref: 7.0000 | reward_optimal: 68.7766 | reward_pref: 19.3749 | reward_npref: -13.3536
[     120 points] regret_avg: 50.0088 | regret_pref: 7.0000 | reward_optimal: 68.9829 | reward_pref: 18.9741 | reward_npref: -13.8347
[     125 points] regret_avg: 50.8929 | regret_pref: 7.0000 | reward_optimal: 72.5860 | reward_pref: 21.6931 | reward_npref: -13.1542
[     130 points] regret_avg: 50.8929 | regret_pref: 7.0000 | reward_optimal: 82.3742 | reward_pref: 31.4813 | reward_npref: -10.5561
[     135 points] regret_avg: 55.0078 | regret_pref: 8.0000 | reward_optimal: 82.8059 | reward_pref: 27.7981 | reward_npref: -12.0907
[     140 points] regret_avg: 55.8024 | regret_pref: 9.0000 | reward_optimal: 84.6825 | reward_pref: 28.8801 | reward_npref: -10.2142
[     145 points] regret_avg: 62.6289 | regret_pref: 9.0000 | reward_optimal: 84.4927 | reward_pref: 21.8639 | reward_npref: -18.0240
[     150 points] regret_avg: 69.4763 | regret_pref: 9.0000 | reward_optimal: 83.8948 | reward_pref: 14.4185 | reward_npref: -31.1031
[     155 points] regret_avg: 73.0037 | regret_pref: 9.0000 | reward_optimal: 98.0527 | reward_pref: 25.0489 | reward_npref: -29.1709
[     160 points] regret_avg: 78.9698 | regret_pref: 10.0000 | reward_optimal: 98.3239 | reward_pref: 19.3541 | reward_npref: -31.5188
[     165 points] regret_avg: 80.8606 | regret_pref: 10.0000 | reward_optimal: 102.2862 | reward_pref: 21.4257 | reward_npref: -29.8949
[     170 points] regret_avg: 81.2230 | regret_pref: 10.0000 | reward_optimal: 103.3826 | reward_pref: 22.1596 | reward_npref: -29.4323
[     175 points] regret_avg: 83.3677 | regret_pref: 10.0000 | reward_optimal: 103.6956 | reward_pref: 20.3279 | reward_npref: -31.5814
[     180 points] regret_avg: 85.4410 | regret_pref: 11.0000 | reward_optimal: 104.0926 | reward_pref: 18.6516 | reward_npref: -32.2080
[     185 points] regret_avg: 86.3813 | regret_pref: 12.0000 | reward_optimal: 105.5762 | reward_pref: 19.1949 | reward_npref: -31.5462
[     190 points] regret_avg: 87.2485 | regret_pref: 12.0000 | reward_optimal: 106.2628 | reward_pref: 19.0143 | reward_npref: -32.6696
[     195 points] regret_avg: 88.0992 | regret_pref: 12.0000 | reward_optimal: 106.9636 | reward_pref: 18.8644 | reward_npref: -33.5254
[     200 points] regret_avg: 92.5245 | regret_pref: 12.0000 | reward_optimal: 114.1969 | reward_pref: 21.6724 | reward_npref: -31.1447
[     205 points] regret_avg: 94.1382 | regret_pref: 12.0000 | reward_optimal: 114.8429 | reward_pref: 20.7047 | reward_npref: -32.2772
[     210 points] regret_avg: 94.7608 | regret_pref: 12.0000 | reward_optimal: 115.3777 | reward_pref: 20.6169 | reward_npref: -32.4283
[     215 points] regret_avg: 98.3533 | regret_pref: 12.0000 | reward_optimal: 125.0790 | reward_pref: 26.7257 | reward_npref: -31.0785
[     220 points] regret_avg: 98.4731 | regret_pref: 12.0000 | reward_optimal: 127.1136 | reward_pref: 28.6405 | reward_npref: -30.0833
[     225 points] regret_avg: 98.4731 | regret_pref: 12.0000 | reward_optimal: 128.7521 | reward_pref: 30.2790 | reward_npref: -29.2179
[     230 points] regret_avg: 101.0591 | regret_pref: 12.0000 | reward_optimal: 142.5954 | reward_pref: 41.5364 | reward_npref: -21.4030
[     235 points] regret_avg: 102.2864 | regret_pref: 12.0000 | reward_optimal: 147.5791 | reward_pref: 45.2927 | reward_npref: -20.5837
[     240 points] regret_avg: 103.7856 | regret_pref: 13.0000 | reward_optimal: 147.8612 | reward_pref: 44.0756 | reward_npref: -20.3016
[     245 points] regret_avg: 106.4110 | regret_pref: 13.0000 | reward_optimal: 151.8191 | reward_pref: 45.4081 | reward_npref: -19.3891
[     250 points] regret_avg: 107.0608 | regret_pref: 13.0000 | reward_optimal: 151.9644 | reward_pref: 44.9035 | reward_npref: -21.2071
[     255 points] regret_avg: 108.4555 | regret_pref: 14.0000 | reward_optimal: 154.5009 | reward_pref: 46.0454 | reward_npref: -18.6705
[     260 points] regret_avg: 111.9396 | regret_pref: 14.0000 | reward_optimal: 154.3025 | reward_pref: 42.3629 | reward_npref: -26.2037
[     265 points] regret_avg: 116.1061 | regret_pref: 14.0000 | reward_optimal: 154.4903 | reward_pref: 38.3841 | reward_npref: -33.7383
[     270 points] regret_avg: 118.6839 | regret_pref: 14.0000 | reward_optimal: 154.9830 | reward_pref: 36.2991 | reward_npref: -38.0813
[     275 points] regret_avg: 119.4244 | regret_pref: 14.0000 | reward_optimal: 155.2259 | reward_pref: 35.8016 | reward_npref: -41.0855
[     280 points] regret_avg: 119.4244 | regret_pref: 14.0000 | reward_optimal: 155.2429 | reward_pref: 35.8186 | reward_npref: -46.8672
[     285 points] regret_avg: 121.4058 | regret_pref: 14.0000 | reward_optimal: 163.2785 | reward_pref: 41.8727 | reward_npref: -42.2900
[     290 points] regret_avg: 127.7703 | regret_pref: 14.0000 | reward_optimal: 162.9200 | reward_pref: 35.1497 | reward_npref: -51.5738
[     295 points] regret_avg: 131.6140 | regret_pref: 14.0000 | reward_optimal: 162.5237 | reward_pref: 30.9097 | reward_npref: -64.5448
[     300 points] regret_avg: 132.2820 | regret_pref: 14.0000 | reward_optimal: 163.1758 | reward_pref: 30.8938 | reward_npref: -65.5084
[     305 points] regret_avg: 132.9382 | regret_pref: 14.0000 | reward_optimal: 168.5095 | reward_pref: 35.5713 | reward_npref: -64.3070
[     310 points] regret_avg: 132.9382 | regret_pref: 14.0000 | reward_optimal: 168.7348 | reward_pref: 35.7965 | reward_npref: -64.7686
[     315 points] regret_avg: 136.2997 | regret_pref: 14.0000 | reward_optimal: 182.2517 | reward_pref: 45.9520 | reward_npref: -58.7988
[     320 points] regret_avg: 137.5670 | regret_pref: 14.0000 | reward_optimal: 186.4524 | reward_pref: 48.8854 | reward_npref: -57.5265
[     325 points] regret_avg: 139.0543 | regret_pref: 14.0000 | reward_optimal: 186.7655 | reward_pref: 47.7112 | reward_npref: -59.0205
[     330 points] regret_avg: 141.4523 | regret_pref: 15.0000 | reward_optimal: 190.3476 | reward_pref: 48.8953 | reward_npref: -55.8700
[     335 points] regret_avg: 142.4244 | regret_pref: 16.0000 | reward_optimal: 191.8018 | reward_pref: 49.3774 | reward_npref: -54.8390
[     340 points] regret_avg: 143.8519 | regret_pref: 17.0000 | reward_optimal: 192.6878 | reward_pref: 48.8359 | reward_npref: -54.9829
[     345 points] regret_avg: 146.4294 | regret_pref: 17.0000 | reward_optimal: 192.9367 | reward_pref: 46.5074 | reward_npref: -59.3594
[     350 points] regret_avg: 147.3820 | regret_pref: 17.0000 | reward_optimal: 193.0933 | reward_pref: 45.7112 | reward_npref: -67.4680
[     355 points] regret_avg: 152.7077 | regret_pref: 17.0000 | reward_optimal: 202.6962 | reward_pref: 49.9886 | reward_npref: -64.9129
[     360 points] regret_avg: 153.0884 | regret_pref: 18.0000 | reward_optimal: 205.8468 | reward_pref: 52.7583 | reward_npref: -61.9530
[     365 points] regret_avg: 156.1281 | regret_pref: 18.0000 | reward_optimal: 212.0885 | reward_pref: 55.9604 | reward_npref: -60.7004
[     370 points] regret_avg: 157.7211 | regret_pref: 18.0000 | reward_optimal: 212.8281 | reward_pref: 55.1070 | reward_npref: -63.7662
[     375 points] regret_avg: 160.5520 | regret_pref: 19.0000 | reward_optimal: 216.4081 | reward_pref: 55.8561 | reward_npref: -60.8436
[     380 points] regret_avg: 161.4082 | regret_pref: 19.0000 | reward_optimal: 216.8861 | reward_pref: 55.4779 | reward_npref: -61.3852
[     385 points] regret_avg: 162.1457 | regret_pref: 19.0000 | reward_optimal: 222.8528 | reward_pref: 60.7070 | reward_npref: -58.3551
[     390 points] regret_avg: 171.6507 | regret_pref: 19.0000 | reward_optimal: 235.7109 | reward_pref: 64.0602 | reward_npref: -55.7539
[     395 points] regret_avg: 175.3518 | regret_pref: 20.0000 | reward_optimal: 235.9477 | reward_pref: 60.5958 | reward_npref: -58.6248
[     400 points] regret_avg: 176.3068 | regret_pref: 21.0000 | reward_optimal: 236.8654 | reward_pref: 60.5586 | reward_npref: -58.4677
[     405 points] regret_avg: 178.8790 | regret_pref: 21.0000 | reward_optimal: 250.6548 | reward_pref: 71.7757 | reward_npref: -54.9017
[     410 points] regret_avg: 186.4606 | regret_pref: 21.0000 | reward_optimal: 265.8749 | reward_pref: 79.4142 | reward_npref: -49.1507
[     415 points] regret_avg: 187.3143 | regret_pref: 21.0000 | reward_optimal: 266.1337 | reward_pref: 78.8194 | reward_npref: -52.4246
[     420 points] regret_avg: 188.6514 | regret_pref: 22.0000 | reward_optimal: 266.9419 | reward_pref: 78.2905 | reward_npref: -52.4651
[     425 points] regret_avg: 190.0597 | regret_pref: 22.0000 | reward_optimal: 267.2100 | reward_pref: 77.1503 | reward_npref: -58.8682
[     430 points] regret_avg: 190.0597 | regret_pref: 22.0000 | reward_optimal: 273.6564 | reward_pref: 83.5967 | reward_npref: -56.3268
[     435 points] regret_avg: 197.7920 | regret_pref: 22.0000 | reward_optimal: 284.1372 | reward_pref: 86.3452 | reward_npref: -55.1265
[     440 points] regret_avg: 200.5416 | regret_pref: 23.0000 | reward_optimal: 293.0634 | reward_pref: 92.5218 | reward_npref: -46.2004
[     445 points] regret_avg: 205.5820 | regret_pref: 23.0000 | reward_optimal: 306.5788 | reward_pref: 100.9968 | reward_npref: -40.2345
[     450 points] regret_avg: 211.6061 | regret_pref: 23.0000 | reward_optimal: 306.3429 | reward_pref: 94.7368 | reward_npref: -52.0652
[     455 points] regret_avg: 212.2836 | regret_pref: 23.0000 | reward_optimal: 307.0058 | reward_pref: 94.7222 | reward_npref: -52.1903
[     460 points] regret_avg: 220.8345 | regret_pref: 23.0000 | reward_optimal: 306.6062 | reward_pref: 85.7717 | reward_npref: -64.4194
[     465 points] regret_avg: 221.1406 | regret_pref: 23.0000 | reward_optimal: 307.6741 | reward_pref: 86.5335 | reward_npref: -64.0336
[     470 points] regret_avg: 226.2581 | regret_pref: 23.0000 | reward_optimal: 319.4687 | reward_pref: 93.2106 | reward_npref: -60.2464
[     475 points] regret_avg: 226.9790 | regret_pref: 23.0000 | reward_optimal: 319.7073 | reward_pref: 92.7283 | reward_npref: -61.2014
[     480 points] regret_avg: 230.1608 | regret_pref: 24.0000 | reward_optimal: 320.0702 | reward_pref: 89.9094 | reward_npref: -62.9422
[     485 points] regret_avg: 230.1608 | regret_pref: 24.0000 | reward_optimal: 335.7608 | reward_pref: 105.6001 | reward_npref: -61.7733
[     490 points] regret_avg: 234.3471 | regret_pref: 24.0000 | reward_optimal: 349.2175 | reward_pref: 114.8704 | reward_npref: -59.1238
[     495 points] regret_avg: 237.5676 | regret_pref: 24.0000 | reward_optimal: 357.9317 | reward_pref: 120.3641 | reward_npref: -57.6521
[     500 points] regret_avg: 238.8816 | regret_pref: 24.0000 | reward_optimal: 358.6730 | reward_pref: 119.7913 | reward_npref: -58.5410
[     505 points] regret_avg: 239.7280 | regret_pref: 25.0000 | reward_optimal: 361.0905 | reward_pref: 121.3625 | reward_npref: -56.2666
