[       5 points] regret_avg: 1.6011 | regret_pref: 1.0000 | reward_optimal: 3.0421 | reward_pref: 1.4410 | reward_npref: 2.1372
[      10 points] regret_avg: 4.5246 | regret_pref: 2.0000 | reward_optimal: 3.7944 | reward_pref: -0.7301 | reward_npref: 0.2727
[      15 points] regret_avg: 11.5108 | regret_pref: 2.0000 | reward_optimal: 3.9118 | reward_pref: -7.5990 | reward_npref: -7.2325
[      20 points] regret_avg: 12.3382 | regret_pref: 2.0000 | reward_optimal: 4.1822 | reward_pref: -8.1559 | reward_npref: -8.0113
[      25 points] regret_avg: 13.9329 | regret_pref: 3.0000 | reward_optimal: 4.6727 | reward_pref: -9.2602 | reward_npref: -8.1585
[      30 points] regret_avg: 18.6854 | regret_pref: 3.0000 | reward_optimal: 15.6542 | reward_pref: -3.0311 | reward_npref: -2.6036
[      35 points] regret_avg: 27.6457 | regret_pref: 4.0000 | reward_optimal: 15.7591 | reward_pref: -11.8866 | reward_npref: -5.2516
[      40 points] regret_avg: 27.9127 | regret_pref: 5.0000 | reward_optimal: 16.2276 | reward_pref: -11.6851 | reward_npref: -4.8357
[      45 points] regret_avg: 34.5256 | regret_pref: 5.0000 | reward_optimal: 16.0953 | reward_pref: -18.4303 | reward_npref: -16.1517
[      50 points] regret_avg: 34.5710 | regret_pref: 6.0000 | reward_optimal: 16.1325 | reward_pref: -18.4385 | reward_npref: -16.1545
[      55 points] regret_avg: 34.8154 | regret_pref: 6.0000 | reward_optimal: 18.1809 | reward_pref: -16.6345 | reward_npref: -14.4720
[      60 points] regret_avg: 36.2558 | regret_pref: 7.0000 | reward_optimal: 18.3180 | reward_pref: -17.9379 | reward_npref: -14.9385
[      65 points] regret_avg: 39.5069 | regret_pref: 8.0000 | reward_optimal: 25.8678 | reward_pref: -13.6391 | reward_npref: -7.3887
[      70 points] regret_avg: 39.5069 | regret_pref: 8.0000 | reward_optimal: 39.2715 | reward_pref: -0.2354 | reward_npref: -1.4754
[      75 points] regret_avg: 43.5549 | regret_pref: 8.0000 | reward_optimal: 39.2933 | reward_pref: -4.2615 | reward_npref: -8.3122
[      80 points] regret_avg: 49.0144 | regret_pref: 9.0000 | reward_optimal: 48.1701 | reward_pref: -0.8443 | reward_npref: 0.0147
[      85 points] regret_avg: 52.1260 | regret_pref: 10.0000 | reward_optimal: 60.6835 | reward_pref: 8.5575 | reward_npref: 10.9716
[      90 points] regret_avg: 52.5396 | regret_pref: 10.0000 | reward_optimal: 63.0247 | reward_pref: 10.4851 | reward_npref: 11.7420
[      95 points] regret_avg: 64.7609 | regret_pref: 11.0000 | reward_optimal: 62.8637 | reward_pref: -1.8972 | reward_npref: 6.3958
[     100 points] regret_avg: 76.9598 | regret_pref: 12.0000 | reward_optimal: 77.9945 | reward_pref: 1.0347 | reward_npref: 11.1774
[     105 points] regret_avg: 87.2827 | regret_pref: 13.0000 | reward_optimal: 77.6752 | reward_pref: -9.6075 | reward_npref: 8.0165
[     110 points] regret_avg: 90.4367 | regret_pref: 13.0000 | reward_optimal: 84.9997 | reward_pref: -5.4370 | reward_npref: 9.6033
[     115 points] regret_avg: 100.0876 | regret_pref: 14.0000 | reward_optimal: 96.3590 | reward_pref: -3.7286 | reward_npref: 16.0374
[     120 points] regret_avg: 103.7527 | regret_pref: 15.0000 | reward_optimal: 96.8747 | reward_pref: -6.8780 | reward_npref: 13.2610
[     125 points] regret_avg: 107.8601 | regret_pref: 16.0000 | reward_optimal: 97.1029 | reward_pref: -10.7572 | reward_npref: 11.1788
[     130 points] regret_avg: 107.8601 | regret_pref: 16.0000 | reward_optimal: 101.1558 | reward_pref: -6.7043 | reward_npref: 13.5297
[     135 points] regret_avg: 113.7657 | regret_pref: 17.0000 | reward_optimal: 101.3625 | reward_pref: -12.4031 | reward_npref: 8.1916
[     140 points] regret_avg: 118.7022 | regret_pref: 18.0000 | reward_optimal: 101.7667 | reward_pref: -16.9355 | reward_npref: 5.3256
[     145 points] regret_avg: 123.4318 | regret_pref: 19.0000 | reward_optimal: 101.4114 | reward_pref: -22.0204 | reward_npref: 2.0060
[     150 points] regret_avg: 135.5728 | regret_pref: 20.0000 | reward_optimal: 115.5449 | reward_pref: -20.0278 | reward_npref: 9.9910
[     155 points] regret_avg: 136.3288 | regret_pref: 21.0000 | reward_optimal: 116.5587 | reward_pref: -19.7700 | reward_npref: 10.5207
[     160 points] regret_avg: 137.3013 | regret_pref: 22.0000 | reward_optimal: 119.2865 | reward_pref: -18.0148 | reward_npref: 13.0847
[     165 points] regret_avg: 144.7484 | regret_pref: 23.0000 | reward_optimal: 119.3898 | reward_pref: -25.3586 | reward_npref: 11.4738
[     170 points] regret_avg: 153.5250 | regret_pref: 24.0000 | reward_optimal: 133.5296 | reward_pref: -19.9955 | reward_npref: 21.2152
[     175 points] regret_avg: 153.5250 | regret_pref: 24.0000 | reward_optimal: 134.1848 | reward_pref: -19.3403 | reward_npref: 17.1488
[     180 points] regret_avg: 158.1282 | regret_pref: 25.0000 | reward_optimal: 141.6821 | reward_pref: -16.4461 | reward_npref: 21.4099
[     185 points] regret_avg: 160.6791 | regret_pref: 26.0000 | reward_optimal: 141.9625 | reward_pref: -18.7166 | reward_npref: 21.0447
[     190 points] regret_avg: 163.2300 | regret_pref: 27.0000 | reward_optimal: 142.3895 | reward_pref: -20.8405 | reward_npref: 19.9596
[     195 points] regret_avg: 166.8080 | regret_pref: 28.0000 | reward_optimal: 142.8400 | reward_pref: -23.9681 | reward_npref: 18.6555
