[       5 points] regret_avg: 0.1987 | regret_pref: 0.0000 | reward_optimal: 0.4104 | reward_pref: 0.2117 | reward_npref: 0.0859
[      10 points] regret_avg: 0.4153 | regret_pref: 0.0000 | reward_optimal: 0.8042 | reward_pref: 0.3889 | reward_npref: 0.2372
[      15 points] regret_avg: 0.4659 | regret_pref: 1.0000 | reward_optimal: 1.2671 | reward_pref: 0.8012 | reward_npref: 0.6978
[      20 points] regret_avg: 0.7982 | regret_pref: 1.0000 | reward_optimal: 1.6434 | reward_pref: 0.8453 | reward_npref: 0.6601
[      25 points] regret_avg: 1.1476 | regret_pref: 2.0000 | reward_optimal: 2.0600 | reward_pref: 0.9125 | reward_npref: 1.0767
[      30 points] regret_avg: 1.4246 | regret_pref: 2.0000 | reward_optimal: 2.3636 | reward_pref: 0.9389 | reward_npref: 0.6786
[      35 points] regret_avg: 1.7752 | regret_pref: 2.0000 | reward_optimal: 2.7008 | reward_pref: 0.9256 | reward_npref: 0.6569
[      40 points] regret_avg: 1.8670 | regret_pref: 2.0000 | reward_optimal: 3.1123 | reward_pref: 1.2453 | reward_npref: 0.9543
[      45 points] regret_avg: 2.0783 | regret_pref: 2.0000 | reward_optimal: 3.8527 | reward_pref: 1.7744 | reward_npref: 1.2377
[      50 points] regret_avg: 2.5413 | regret_pref: 2.0000 | reward_optimal: 4.3077 | reward_pref: 1.7665 | reward_npref: 1.1876
[      55 points] regret_avg: 3.0738 | regret_pref: 3.0000 | reward_optimal: 4.7757 | reward_pref: 1.7018 | reward_npref: 1.1999
[      60 points] regret_avg: 3.8782 | regret_pref: 3.0000 | reward_optimal: 5.2587 | reward_pref: 1.3805 | reward_npref: 0.8481
[      65 points] regret_avg: 4.2589 | regret_pref: 3.0000 | reward_optimal: 5.7191 | reward_pref: 1.4602 | reward_npref: 0.4359
[      70 points] regret_avg: 4.7021 | regret_pref: 3.0000 | reward_optimal: 6.0082 | reward_pref: 1.3061 | reward_npref: 0.1215
[      75 points] regret_avg: 4.9283 | regret_pref: 4.0000 | reward_optimal: 6.4698 | reward_pref: 1.5415 | reward_npref: 0.5831
[      80 points] regret_avg: 5.2331 | regret_pref: 4.0000 | reward_optimal: 6.7027 | reward_pref: 1.4696 | reward_npref: 0.2818
[      85 points] regret_avg: 5.9495 | regret_pref: 5.0000 | reward_optimal: 7.1284 | reward_pref: 1.1790 | reward_npref: 0.4648
[      90 points] regret_avg: 6.1985 | regret_pref: 6.0000 | reward_optimal: 7.5537 | reward_pref: 1.3552 | reward_npref: 0.6618
[      95 points] regret_avg: 6.1985 | regret_pref: 6.0000 | reward_optimal: 8.3615 | reward_pref: 2.1630 | reward_npref: 1.0692
[     100 points] regret_avg: 6.3389 | regret_pref: 6.0000 | reward_optimal: 8.7234 | reward_pref: 2.3845 | reward_npref: 1.2186
[     105 points] regret_avg: 6.8407 | regret_pref: 6.0000 | reward_optimal: 9.1597 | reward_pref: 2.3190 | reward_npref: 1.0563
[     110 points] regret_avg: 7.0723 | regret_pref: 6.0000 | reward_optimal: 9.3962 | reward_pref: 2.3239 | reward_npref: 1.0441
[     115 points] regret_avg: 7.3502 | regret_pref: 6.0000 | reward_optimal: 9.6714 | reward_pref: 2.3212 | reward_npref: 0.4971
[     120 points] regret_avg: 7.6765 | regret_pref: 7.0000 | reward_optimal: 10.0175 | reward_pref: 2.3410 | reward_npref: 0.6689
[     125 points] regret_avg: 8.5191 | regret_pref: 7.0000 | reward_optimal: 10.3448 | reward_pref: 1.8256 | reward_npref: -0.0554
[     130 points] regret_avg: 8.7843 | regret_pref: 7.0000 | reward_optimal: 10.6791 | reward_pref: 1.8948 | reward_npref: -0.2345
[     135 points] regret_avg: 9.0116 | regret_pref: 7.0000 | reward_optimal: 11.0822 | reward_pref: 2.0706 | reward_npref: -0.1122
[     140 points] regret_avg: 9.4240 | regret_pref: 8.0000 | reward_optimal: 11.6448 | reward_pref: 2.2208 | reward_npref: 0.0404
[     145 points] regret_avg: 10.2745 | regret_pref: 8.0000 | reward_optimal: 12.0161 | reward_pref: 1.7416 | reward_npref: -0.8695
[     150 points] regret_avg: 10.6416 | regret_pref: 8.0000 | reward_optimal: 12.3369 | reward_pref: 1.6953 | reward_npref: -1.2819
[     155 points] regret_avg: 11.2091 | regret_pref: 9.0000 | reward_optimal: 12.6940 | reward_pref: 1.4849 | reward_npref: -1.4540
[     160 points] regret_avg: 11.3206 | regret_pref: 9.0000 | reward_optimal: 13.1784 | reward_pref: 1.8578 | reward_npref: -1.1871
[     165 points] regret_avg: 11.9115 | regret_pref: 10.0000 | reward_optimal: 13.6047 | reward_pref: 1.6932 | reward_npref: -1.2223
[     170 points] regret_avg: 12.0269 | regret_pref: 10.0000 | reward_optimal: 13.8231 | reward_pref: 1.7963 | reward_npref: -1.1349
[     175 points] regret_avg: 12.2700 | regret_pref: 10.0000 | reward_optimal: 14.1756 | reward_pref: 1.9056 | reward_npref: -1.5896
[     180 points] regret_avg: 12.6830 | regret_pref: 11.0000 | reward_optimal: 14.5776 | reward_pref: 1.8946 | reward_npref: -1.4723
[     185 points] regret_avg: 13.3159 | regret_pref: 12.0000 | reward_optimal: 14.9777 | reward_pref: 1.6619 | reward_npref: -1.6625
[     190 points] regret_avg: 13.4289 | regret_pref: 12.0000 | reward_optimal: 15.9184 | reward_pref: 2.4895 | reward_npref: -1.0026
